tile,osm,lat,lon,name,name:en,name:ar,man_made,amenity,building,landuse,leisure,shop,tourism,healthcare,craft,office,power
1_3,node/1721802813,23.2096874,56.6101724,وادي لسيل,Wadi Lusayl,وادي لسيل,,,,,,,,,,,
1_3,node/1721802814,23.2100334,56.610003,وادي قعب,Wadi Qab,وادي قعب,,,,,,,,,,,
1_3,node/1721807926,23.21,56.6,وادي منقس,Wadi Manqas,وادي منقس,,,,,,,,,,,
1_3,node/1721807939,23.23,56.58,يعاقيب,Yaaqib,يعاقيب,,,,,,,,,,,
1_3,node/2508557250,23.2230481,56.5964949,,,,tower,,,,,,,,,,
1_3,node/13420655029,23.2186586,56.6000258,,,,,school,,,,,,,,,
1_3,node/13420655069,23.2210099,56.5975856,,,,,place_of_worship,,,,,,,,,
1_3,node/13420655075,23.2209335,56.5984236,,,,,,,,,convenience,,,,,
1_3,node/13421262111,23.2207886,56.5978416,,,,,drinking_water,,,,,,,,,
1_3,node/13421262117,23.2128787,56.5888633,مسجد الحق المبين,,,,place_of_worship,mosque,,,,,,,,
1_3,node/13421262118,23.2207868,56.5977963,,,,,toilets,,,,,,,,,
1_3,node/13421262126,23.2129154,56.5889937,,,,,drinking_water,,,,,,,,,
1_3,node/13422148147,23.2101363,56.56881,,,,,place_of_worship,mosque,,,,,,,,
1_3,node/14067664727,23.2116801,56.5696759,الجبية,,,,,,,,,,,,,
1_3,way/1176290238,23.2116332,56.6053944,طريق السلطان ثويني بن سعيد,Sultan Thuwaini bin Said Road,طريق السلطان ثويني بن سعيد,,,,,,,,,,,
1_3,way/1176290239,23.21159,56.6057148,طريق السلطان ثويني بن سعيد,Sultan Thuwaini bin Said Road,طريق السلطان ثويني بن سعيد,,,,,,,,,,,
1_3,way/1251040440,23.2259509,56.5626673,قنات,Qanat,,,,,,,,,,,,
1_3,relation/151582,23.4380922,57.0371169,N2 طريق السلطان ثويني بن سعيد,N2 Sultan Thuwaini bin Said Road,N2 طريق السلطان ثويني بن سعيد,,,,,,,,,,,
1_3,relation/19142763,23.5305946,56.6621637,M9 طريق العين - نزوى,M9 Al Ain - Nizwa Road,M9 طريق العين - نزوى,,,,,,,,,,,
1_4,node/7197362955,23.2146322,56.6385091,,,,,place_of_worship,,,,,,,,,
1_4,node/7197365002,23.2020723,56.664413,,,,,place_of_worship,,,,,,,,,
1_4,node/7197368578,23.2014475,56.6654623,,,,,fast_food,,,,,,,,,
1_4,node/7197373368,23.1945264,56.6776322,المه‍ا,Al Maha,المه‍ا,,fuel,,,,,,,,,
1_4,node/7197392068,23.2002437,56.6698181,,,,,,,,,convenience,,,,,
1_4,node/7197399474,23.1928115,56.6872374,,,,,,,,,convenience,,,,,
1_4,node/7197401398,23.2007664,56.6687118,,,,,drinking_water,,,,,,,,,
1_4,node/13420655035,23.2002063,56.669924,,,,,,,,,laundry,,,,,
1_4,node/13420655056,23.2108298,56.65302,,,,,place_of_worship,mosque,,,,,,,,
1_4,node/13420655059,23.200169,56.6699884,,,,,fast_food,,,,,,,,,
1_4,node/13420655071,23.2110743,56.6503494,,,,tower,,,,,,,,,,
1_4,node/13420655073,23.2003179,56.6695536,,,,tower,,,,,,,,,,
1_4,node/13420655076,23.213888,56.6421796,,,,tower,,,,,,,,,,
1_4,node/13422148192,23.2008252,56.6687666,,,,,place_of_worship,mosque,,,,,,,,
1_4,node/13422181191,23.1933527,56.6844991,,,,,drinking_water,,,,,,,,,
1_4,node/13422181192,23.1934809,56.684432,,,,tower,,,,,,,,,,
1_4,node/14067693222,23.192024,56.6742133,سويد الماء,,,,,,,,,,,,,
1_4,node/14085225930,23.2162847,56.6429,معيريد,,,,,,,,,,,,,
1_4,node/14085227375,23.2015076,56.6710714,الجبية,,,,,,,,,,,,,
1_4,way/1176290238,23.2116332,56.6053944,طريق السلطان ثويني بن سعيد,Sultan Thuwaini bin Said Road,طريق السلطان ثويني بن سعيد,,,,,,,,,,,
1_4,way/1176290239,23.21159,56.6057148,طريق السلطان ثويني بن سعيد,Sultan Thuwaini bin Said Road,طريق السلطان ثويني بن سعيد,,,,,,,,,,,
1_4,way/1176290588,23.155754,56.7282469,طريق السلطان ثويني بن سعيد,Sultan Thuwaini bin Said Road,طريق السلطان ثويني بن سعيد,,,,,,,,,,,
1_4,way/1176290589,23.1556993,56.7286051,طريق السلطان ثويني بن سعيد,Sultan Thuwaini bin Said Road,طريق السلطان ثويني بن سعيد,,,,,,,,,,,
1_4,way/1463071176,23.2038903,56.6636075,,,,water_works,,,,,,,,,,
1_4,way/1463249335,23.2023157,56.6642209,,,,,parking,,,,,,,,,
1_4,way/1463249336,23.20062,56.668772,,,,,parking,,,,,,,,,
1_4,relation/151582,23.4380922,57.0371169,N2 طريق السلطان ثويني بن سعيد,N2 Sultan Thuwaini bin Said Road,N2 طريق السلطان ثويني بن سعيد,,,,,,,,,,,
1_4,relation/19142763,23.5305946,56.6621637,M9 طريق العين - نزوى,M9 Al Ain - Nizwa Road,M9 طريق العين - نزوى,,,,,,,,,,,
1_5,node/1721807823,23.21,56.74,جبل وهرة,Jabal Wahrah,جبل وهرة,,,,,,,,,,,
1_5,node/13420575840,23.1911045,56.6927705,البيت الأخضر النزل الخضراء,Al Bait Al Akhdhar Green Hostel,البيت الأخضر النزل الخضراء,,,,,,,guest_house,,,,
1_5,way/1176290588,23.155754,56.7282469,طريق السلطان ثويني بن سعيد,Sultan Thuwaini bin Said Road,طريق السلطان ثويني بن سعيد,,,,,,,,,,,
1_5,way/1176290589,23.1556993,56.7286051,طريق السلطان ثويني بن سعيد,Sultan Thuwaini bin Said Road,طريق السلطان ثويني بن سعيد,,,,,,,,,,,
1_5,relation/151582,23.4380922,57.0371169,N2 طريق السلطان ثويني بن سعيد,N2 Sultan Thuwaini bin Said Road,N2 طريق السلطان ثويني بن سعيد,,,,,,,,,,,
1_5,relation/19142763,23.5305946,56.6621637,M9 طريق العين - نزوى,M9 Al Ain - Nizwa Road,M9 طريق العين - نزوى,,,,,,,,,,,
2_0,node/3213691670,23.2378177,56.4018031,سيح المسرات,Sayh Al Masarat,,,,,,,,,,,,
2_0,node/5405604546,23.2392167,56.4218867,,,,tower,,,,,,,,,,
2_0,node/5877015781,23.2641427,56.3919703,سيح المسرات,,سيح المسرات,,,,,,,,,,,
2_0,node/7197371299,23.2498451,56.413028,,,,,restaurant,,,,,,,,,
2_0,way/137104577,23.38687,56.2872651,طريق السلطان ثويني بن سعيد,Sultan Thuwaini bin Said Road,طريق السلطان ثويني بن سعيد,,,,,,,,,,,
2_0,way/140474964,23.2463841,56.4179378,,,,,,,,pitch,,,,,,
2_0,way/209289047,23.2488629,56.4141596,Ibri Oasis Hotel,,فندق واحة عبري,,,,,,,hotel,,,,
2_0,way/222831812,23.249863,56.412964,نفط عمان,Oman Oil,,,fuel,yes,,,,,,,,
2_0,way/314746080,23.2434472,56.4205195,كلية التقنية,College of Technology,,,college,,,,,,,,,
2_0,way/314747349,23.2467648,56.4183224,مجمع عبري الرياضي,Ibri Sports Complex,,,,,,sports_centre,,,,,,
2_0,way/319582423,23.2462781,56.4162922,,,,,parking,,,,,,,,,
2_0,way/351457963,23.3865135,56.2868351,طريق السلطان ثويني بن سعيد,Sultan Thuwaini bin Said Road,طريق السلطان ثويني بن سعيد,,,,,,,,,,,
2_0,way/367021083,23.2464004,56.4179416,,,,,,,,stadium,,,,,,
2_0,way/367079604,23.2435819,56.4194388,,,,,,,,pitch,,,,,,
2_0,way/367079737,23.244563,56.418723,,,,,,,,pitch,,,,,,
2_0,way/367079771,23.2443126,56.4184168,,,,,,,,pitch,,,,,,
2_0,way/367079773,23.2442473,56.4180756,,,,,,,,pitch,,,,,,
2_0,way/367079860,23.24428,56.4182473,,,,,,,,pitch,,,,,,
2_0,way/420009922,23.2507984,56.4748075,طريق عبري-سيح المسرات,Ibri-Saih Al Masarrat Road,طريق عبري-سيح المسرات,,,,,,,,,,,
2_0,way/620973477,23.2548975,56.4090183,طريق السلطان ثويني بن سعيد,Sultan Thuwaini bin Said Road,طريق السلطان ثويني بن سعيد,,,,,,,,,,,
2_0,way/620973478,23.2552623,56.4093515,طريق السلطان ثويني بن سعيد,Sultan Thuwaini bin Said Road,طريق السلطان ثويني بن سعيد,,,,,,,,,,,
2_0,way/903039694,23.2445168,56.419694,,,,,parking,,,,,,,,,
2_0,way/1007634723,23.2763602,56.3777682,Ibri Police Headquarters,,,,police,,,,,,,,,
2_0,way/1007634731,23.2769529,56.3792521,,,,,,,,pitch,,,,,,
2_0,way/1007634732,23.277901,56.3780243,,,,,,,,pitch,,,,,,
2_0,way/1007634735,23.2730014,56.3848294,MOT Centre,,,,,,industrial,,,,,,,
2_0,way/1007634753,23.2768279,56.381394,,,,,,yes,,,,,,,government,
2_0,way/1007634754,23.2798718,56.3775025,,,,,,yes,,,,,,,government,
2_0,way/1007634760,23.2767989,56.3747271,,,,,parking,,,,,,,,,
2_0,way/1007634761,23.2774299,56.3752895,,,,,parking,,,,,,,,,
2_0,way/1007634762,23.2795924,56.3751151,,,,,parking,,,,,,,,,
2_0,way/1007634765,23.2769457,56.3771915,,,,,parking,,,,,,,,,
2_0,way/1007634766,23.2785099,56.3741814,,,,,,yes,,,,,,,government,
2_0,way/1007634767,23.2761333,56.3741073,,,,,,yes,,,,,,,government,
2_0,way/1007634768,23.2730825,56.3779251,,,,,,yes,,,,,,,government,
2_0,way/1007634769,23.2738928,56.3807347,,,,,,yes,,,,,,,government,
2_0,way/1007634775,23.2793191,56.3791652,,,,,place_of_worship,yes,,,,,,,,
2_0,way/1007634781,23.2737127,56.3785728,,,,,parking,,,,,,,,,
2_0,way/1007634782,23.2743987,56.3791927,,,,,parking,,,,,,,,,
2_0,way/1007634783,23.2728035,56.3794702,,,,,parking,,,,,,,,,
2_0,way/1007634790,23.2757687,56.3804609,Parade ground,,,,,,,,,,,,,
2_0,way/1007634794,23.2752518,56.3778826,,,,,,,,swimming_pool,,,,,,
2_0,way/1007634796,23.2756897,56.3786068,,,,,,,,pitch,,,,,,
2_0,way/1007634797,23.2760631,56.3781275,,,,,,,,pitch,,,,,,
2_0,way/1007634801,23.2759932,56.3785714,,,,,parking,,,,,,,,,
2_0,way/1007634802,23.2778443,56.3800798,,,,,parking,,,,,,,,,
2_0,way/1007634803,23.2757952,56.3826205,,,,,parking,,,,,,,,,
2_0,way/1007634806,23.2768165,56.3825011,,,,,,,,garden,,,,,,
2_0,way/1007634807,23.2778504,56.3812202,,,,,,,,garden,,,,,,
2_0,way/1007634808,23.2774662,56.381101,,,,,,,,garden,,,,,,
2_0,way/1007634809,23.2766868,56.38212,,,,,,,,garden,,,,,,
2_0,way/1007634810,23.2771952,56.3817365,,,,,,,,garden,,,,,,
2_0,way/1007634816,23.2771708,56.3825819,,,,,,,,garden,,,,,,
2_0,way/1007634817,23.2779533,56.3815601,,,,,,,,garden,,,,,,
2_0,way/1007634825,23.2788033,56.3765791,Parade ground,,,,,,,,,,,,,
2_0,way/1007634834,23.2778895,56.3780213,,,,,,,,track,,,,,,
2_0,way/1007634835,23.2769365,56.3792405,,,,,,,,track,,,,,,
2_0,relation/151582,23.4380922,57.0371169,N2 طريق السلطان ثويني بن سعيد,N2 Sultan Thuwaini bin Said Road,N2 طريق السلطان ثويني بن سعيد,,,,,,,,,,,
2_0,relation/13495102,23.2745302,56.3788447,,,,,,yes,,,,,,,government,
2_0,relation/13495103,23.2741234,56.3793793,,,,,,yes,,,,,,,government,
2_0,relation/13495104,23.2775771,56.3749588,,,,,,yes,,,,,,,government,
2_0,relation/13495105,23.2771536,56.3754967,,,,,,yes,,,,,,,government,
2_0,relation/19142763,23.5305946,56.6621637,M9 طريق العين - نزوى,M9 Al Ain - Nizwa Road,M9 طريق العين - نزوى,,,,,,,,,,,
2_1,node/1721807899,23.2583371,56.4876367,الرايبة,Rayibah,رايبة,,,,,,,,,,,
2_1,node/1721809462,23.29,56.44,عقبة الفيع,Aqabat al Fay,عقبة الفيع,,,,,,,,,,,
2_1,node/1721809473,23.2480577,56.4496901,جبل فج رايبة,Jabal Fajj Rayibah,جبل فج رايبة,,,,,,,,,,,
2_1,node/1721809474,23.2569378,56.4526574,جبل عبري,Jabal Ibri,جبل عبري,,,,,,,,,,,
2_1,node/1721809480,23.27,56.47,جبل جفرة,Jabal Jifrah,جبل جفرة,,,,,,,,,,,
2_1,node/3260122162,23.2375659,56.4310917,حي السعادة,Hay Assa' adah,,,,,,,,,,,,
2_1,node/4078847027,23.2531952,56.489,,,,,place_of_worship,,,,,,,,,
2_1,node/4078847031,23.2607792,56.4923817,,,,,place_of_worship,mosque,,,,,,,,
2_1,node/4635350889,23.262047,56.4931431,,,,,shelter,,,,,,,,,
2_1,node/5561751522,23.2530249,56.4956844,مزرعة الرابية,Al Rabia Farm,,,,,,,,attraction,,,,
2_1,way/115797297,23.237632,56.4891728,Ibri,,,,,,,,,,,,,substation
2_1,way/344578990,23.237332,56.4941521,,,,,parking,,,,,,,,,
2_1,way/369329505,23.2360194,56.4974122,مقبرة,,,,,,cemetery,,,,,,,
2_1,way/405736764,23.2520879,56.4871139,,,,wastewater_plant,,,,,,,,,,
2_1,way/405736765,23.2518034,56.4893238,,,,,parking,,,,,,,,,
2_1,way/405736766,23.2503485,56.4888895,,,,,parking,,,,,,,,,
2_1,way/405736768,23.251308,56.4887512,,,,,,,,,books,,,,,
2_1,way/405736809,23.2518744,56.4883814,مركز التدريب المهني,,,,college,,,,,,,,,
2_1,way/420009922,23.2507984,56.4748075,طريق عبري-سيح المسرات,Ibri-Saih Al Masarrat Road,طريق عبري-سيح المسرات,,,,,,,,,,,
2_1,way/572362847,23.2528329,56.4814477,,,,,parking,,,,,,,,,
2_1,way/1008182612,23.2413432,56.4864031,,,,,,,,pitch,,,,,,
2_1,way/1008182614,23.2407434,56.4864535,,,,,,,,pitch,,,,,,
2_1,way/1008182615,23.2412874,56.4862482,,,,,,,,sports_centre,,,,,,
2_2,node/1721807548,23.27,56.54,الغبي,Al Ghabbi,الغبي,,,,,,,,,,,
2_2,node/1721807662,23.2509457,56.5192279,الوادي الكبير,Al Wadi al Kabir,الوادي الكبير,,,,,,,,,,,
2_2,node/1721807691,23.28,56.55,العراقي,Araqi,العراقي,,,,,,,,,,,
2_2,node/1721807693,23.2881402,56.5450857,ألعنيين,Aynayn,العنين,,,,,,,,,,,
2_2,node/1721807694,23.29,56.55,العينين,Aynayn,العنين,,,,,,,,,,,
2_2,node/1721807916,23.2499834,56.5100584,السلمي,Silmi,سلمي,,,,,,,,,,,
2_2,node/2580459659,23.258538,56.521783,LuLu Hypermarket,,لولو عبري ..,,,,,,supermarket,,,,,
2_2,node/3469091016,23.2402272,56.5163207,كاواس,Kawas,,,,,,,,,,,,
2_2,node/3512395203,23.2402448,56.4973219,,,,,place_of_worship,,,,,,,,,
2_2,node/3512398313,23.2380048,56.499051,,,,,place_of_worship,,,,,,,,,
2_2,node/3637645324,23.2449765,56.5082152,,,,,place_of_worship,,,,,,,,,
2_2,node/3686966907,23.24327,56.5111643,,,,,place_of_worship,,,,,,,,,
2_2,node/3686966981,23.2429599,56.5135108,,,,,place_of_worship,,,,,,,,,
2_2,node/3686969325,23.2431841,56.5158792,,,,,place_of_worship,,,,,,,,,
2_2,node/3687432421,23.2377972,56.5189337,,,,,place_of_worship,,,,,,,,,
2_2,node/3687433489,23.2382959,56.5254326,,,,,place_of_worship,,,,,,,,,
2_2,node/3689451611,23.2453077,56.5377017,,,,tower,,,,,,,,,,
2_2,node/3689458967,23.2457501,56.5385588,,,,tower,,,,,,,,,,
2_2,node/3689461527,23.2451899,56.5386913,,,,tower,,,,,,,,,,
2_2,node/3731357566,23.2450341,56.5080056,,,,tower,,,,,,,,,,
2_2,node/3731364511,23.2425615,56.5067523,حارة الرمل,,,,,,,,,,,,,
2_2,node/3812961884,23.2392097,56.4976056,العروبة,Al Orobah,العروبة,,,,,,,,,,,
2_2,node/4078847023,23.2472978,56.5017707,,,,,place_of_worship,mosque,,,,,,,,
2_2,node/4078847024,23.2497134,56.5046536,,,,,place_of_worship,mosque,,,,,,,,
2_2,node/4078847025,23.2503603,56.510018,,,,,place_of_worship,,,,,,,,,
2_2,node/4078847026,23.2507273,56.5061968,,,,,place_of_worship,mosque,,,,,,,,
2_2,node/4078847028,23.2533193,56.5130498,,,,,place_of_worship,mosque,,,,,,,,
2_2,node/4078847029,23.2533961,56.5174392,,,,,place_of_worship,mosque,,,,,,,,
2_2,node/4078847030,23.2576887,56.521517,مصلى اللولو,,,,place_of_worship,mosque,,,,,,,,
2_2,node/4078847032,23.2616999,56.5092053,,,,,place_of_worship,mosque,,,,,,,,
2_2,node/4939754524,23.2416299,56.5168003,نادى عبري الرياضى,Ibri Sports Club,نادى عبري الرياضى,,,,,,,attraction,,,,
2_2,node/5018312423,23.238694,56.5133301,مكتب بريد عبرى,Ibri Post Office,مكتب بريد عبرى,,post_office,,,,,,,,,
2_2,node/5018312424,23.239135,56.5140718,اليمامة للتسوق,Al Yamama shoping centre,اليمامة للتسوق,,,,,,supermarket,,,,,
2_2,node/5018323423,23.238821,56.5140962,مطعم ومقعى اليمامة,Al Yamama restaurant and coffee shop,مطعم ومقعى اليمامة,,restaurant,,,,,,,,,
2_2,node/5018353321,23.2389327,56.5131213,مجمع نعيم مجان الطبى,Naeem Majan Medical Complex,مجمع نعيم مجان الطبى,,clinic,,,,,,,,,
2_2,node/5018431724,23.2378399,56.5136529,مكتبة الدبيلة,Al Dubaila Bookshop,مكتبة الدبيلة,,,,,,books,,,,,
2_2,node/5018431725,23.2376997,56.514503,مكتبة عبرى الحديثة,Ibri Modern Bookshop,مكتبة عبرى الحديثة,,,,,,books,,,,,
2_2,node/5564691034,23.2528963,56.5065778,مزرعة الرايبة,Al Rayba Farm,,,,,,,,attraction,,,,
2_2,node/8962018292,23.2658458,56.5335173,,,,,,,,,,,hospital,,,
2_2,node/9106485337,23.2874321,56.5468356,بيت مرزوق بن خلفان الغافري,,,,,,,,,,,,,
2_2,node/10199130421,23.258403,56.522075,Ahmed Al Maghribi,Ahmed Al Maghribi,أحمد المغربي للعطور,,,,,,perfumery,,,,,
2_2,node/12978229602,23.2599206,56.5223299,كنافة و كرك,kanafa wa kark,,,cafe,,,,,,,,,
2_2,node/12978229603,23.255952,56.5436304,مدرسة العراقي الخاصة للتعليم المبكر ( روضة - تمهيدي),,,,school,,,,,,,,,
2_2,node/13944886703,23.2578472,56.5216597,صيدلية اللولو,Lulu Pharmacy,صيدلية اللولو,,pharmacy,,,,,,pharmacy,,,
2_2,node/13970133002,23.2387639,56.5140621,صيدلية الحكمة,AL Hekma  Pharmacy,صيدلية الحكمة,,pharmacy,,,,,,pharmacy,,,
2_2,node/13971793272,23.2389444,56.5130037,صيدلية نعيم مجان,Naeem Majan Pharmacy,صيدلية نعيم مجان,,pharmacy,,,,,,pharmacy,,,
2_2,way/137127250,23.2448359,56.5105824,Oman oil,,نفط عمان,,fuel,yes,,,,,,,,
2_2,way/137127251,23.2499476,56.5126263,Shell,,,,fuel,yes,,,,,,,,
2_2,way/137127255,23.2758671,56.5471845,Al Maha petrol station,,المها,,fuel,yes,,,,,,,,
2_2,way/222805636,23.2814465,56.5385493,طريق شريعة العراقي,Sharia Al Araqi Road,طريق شريعة العراقي,,,,,,,,,,,
2_2,way/364931748,23.2403252,56.5139312,مجمع عبري الصحي,Ibri Polyclinic,,,clinic,,,,,,,,,
2_2,way/364936996,23.2406817,56.5140298,,,,,,hospital,,,,,,,,
2_2,way/364953490,23.2421533,56.5145385,,,,,school,,,,,,,,,
2_2,way/364953617,23.2429897,56.5139328,,,,,school,,,,,,,,,
2_2,way/364954491,23.2424718,56.5146563,مدرسة المرتفــع للتعليم الاساسى للبنين 9-10,,,,,school,,,,,,,,
2_2,way/364954737,23.2429789,56.5139813,مدرسة البراعم للتعليم الاساسي 1-4,,,,,school,,,,,,,,
2_2,way/364956101,23.2419185,56.5194434,,,,,school,,,,,,,,,
2_2,way/364956617,23.241845,56.5194637,مدرسة عبـــري للتعليم الاساسي للبنات 5-9,,,,,school,,,,,,,,
2_2,way/364963622,23.2397649,56.5194128,,,,,school,,,,,,,,,
2_2,way/364967287,23.2398332,56.5194224,مدرسة الغاليه بنت ناصــر للتعليم الاساسي للبنات10-12,,,,,school,,,,,,,,
2_2,way/364967564,23.2384464,56.5198406,,,,,school,,,,,,,,,
2_2,way/364967977,23.2384439,56.5194214,مدرسة المسرات للتعليم الاساسي 1-4,,,,,school,,,,,,,,
2_2,way/364979467,23.2421245,56.5169163,نادي عبري,,,,,,,,,,,,,
2_2,way/364979637,23.2416424,56.5168941,مبنى نادي عبري,,,,,yes,,,,,,,,
2_2,way/364984356,23.2417331,56.5181283,,,,,,,,pitch,,,,,,
2_2,way/364988392,23.2375773,56.5158818,مقبرة,,,,,,cemetery,,,,,,,
2_2,way/369220875,23.2367567,56.5018067,مقبرة,,,,,,cemetery,,,,,,,
2_2,way/369329505,23.2360194,56.4974122,مقبرة,,,,,,cemetery,,,,,,,
2_2,way/369333782,23.2368257,56.5037863,سوق عبري,,,,,,retail,,,,,,,
2_2,way/369346415,23.2427754,56.5066853,حارة الرمل,,,,,,,,,,,,,
2_2,way/420009602,23.2475985,56.5113276,طريق المصنعة - الرستاق - مسكن - عبري,Al Musannah - Al Rustaq - Maskin - Ibri Road,طريق المصنعة - الرستاق - مسكن - عبري,,,,,,,,,,,
2_2,way/420009603,23.2278473,56.5143843,طريق المصنعة - الرستاق - مسكن - عبري,Al Musannah - Al Rustaq - Maskin - Ibri Road,طريق المصنعة - الرستاق - مسكن - عبري,,,,,,,,,,,
2_2,way/420009604,23.2633341,56.5302885,طريق المصنعة - الرستاق - مسكن - عبري,Al Musannah - Al Rustaq - Maskin - Ibri Road,طريق المصنعة - الرستاق - مسكن - عبري,,,,,,,,,,,
2_2,way/420009605,23.2279447,56.5145636,طريق المصنعة - الرستاق - مسكن - عبري,Al Musannah - Al Rustaq - Maskin - Ibri Road,طريق المصنعة - الرستاق - مسكن - عبري,,,,,,,,,,,
2_2,way/420009606,23.2476277,56.5114799,طريق المصنعة - الرستاق - مسكن - عبري,Al Musannah - Al Rustaq - Maskin - Ibri Road,طريق المصنعة - الرستاق - مسكن - عبري,,,,,,,,,,,
2_2,way/420009607,23.2880033,56.5524175,طريق المصنعة - الرستاق - مسكن - عبري,Al Musannah - Al Rustaq - Maskin - Ibri Road,طريق المصنعة - الرستاق - مسكن - عبري,,,,,,,,,,,
2_2,way/420009611,23.2690178,56.539323,طريق المصنعة - الرستاق - مسكن - عبري,Al Musannah - Al Rustaq - Maskin - Ibri Road,طريق المصنعة - الرستاق - مسكن - عبري,,,,,,,,,,,
2_2,way/420009615,23.2889432,56.5534124,طريق المصنعة - الرستاق - مسكن - عبري,Al Musannah - Al Rustaq - Maskin - Ibri Road,طريق المصنعة - الرستاق - مسكن - عبري,,,,,,,,,,,
2_2,way/420009616,23.2879947,56.5525212,طريق المصنعة - الرستاق - مسكن - عبري,Al Musannah - Al Rustaq - Maskin - Ibri Road,طريق المصنعة - الرستاق - مسكن - عبري,,,,,,,,,,,
2_2,way/420009617,23.2761536,56.5467898,طريق المصنعة - الرستاق - مسكن - عبري,Al Musannah - Al Rustaq - Maskin - Ibri Road,طريق المصنعة - الرستاق - مسكن - عبري,,,,,,,,,,,
2_2,way/420009619,23.2760728,56.5468851,طريق المصنعة - الرستاق - مسكن - عبري,Al Musannah - Al Rustaq - Maskin - Ibri Road,طريق المصنعة - الرستاق - مسكن - عبري,,,,,,,,,,,
2_2,way/420009621,23.2691428,56.5393106,طريق المصنعة - الرستاق - مسكن - عبري,Al Musannah - Al Rustaq - Maskin - Ibri Road,طريق المصنعة - الرستاق - مسكن - عبري,,,,,,,,,,,
2_2,way/420009625,23.2931986,56.5599955,طريق المصنعة - الرستاق - مسكن - عبري,Al Musannah - Al Rustaq - Maskin - Ibri Road,طريق المصنعة - الرستاق - مسكن - عبري,,,,,,,,,,,
2_2,way/420009626,23.2734157,56.5441106,طريق المصنعة - الرستاق - مسكن - عبري,Al Musannah - Al Rustaq - Maskin - Ibri Road,طريق المصنعة - الرستاق - مسكن - عبري,,,,,,,,,,,
2_2,way/420009629,23.253721,56.5175302,طريق المصنعة - الرستاق - مسكن - عبري,Al Musannah - Al Rustaq - Maskin - Ibri Road,طريق المصنعة - الرستاق - مسكن - عبري,,,,,,,,,,,
2_2,way/420009630,23.2934155,56.5597922,طريق المصنعة - الرستاق - مسكن - عبري,Al Musannah - Al Rustaq - Maskin - Ibri Road,طريق المصنعة - الرستاق - مسكن - عبري,,,,,,,,,,,
2_2,way/420009631,23.2431456,56.5113894,طريق المصنعة - الرستاق - مسكن - عبري,Al Musannah - Al Rustaq - Maskin - Ibri Road,طريق المصنعة - الرستاق - مسكن - عبري,,,,,,,,,,,
2_2,way/420009632,23.2429775,56.5112625,طريق المصنعة - الرستاق - مسكن - عبري,Al Musannah - Al Rustaq - Maskin - Ibri Road,طريق المصنعة - الرستاق - مسكن - عبري,,,,,,,,,,,
2_2,way/420009634,23.2817047,56.5494686,طريق المصنعة - الرستاق - مسكن - عبري,Al Musannah - Al Rustaq - Maskin - Ibri Road,طريق المصنعة - الرستاق - مسكن - عبري,,,,,,,,,,,
2_2,way/420009636,23.2735086,56.5440524,طريق المصنعة - الرستاق - مسكن - عبري,Al Musannah - Al Rustaq - Maskin - Ibri Road,طريق المصنعة - الرستاق - مسكن - عبري,,,,,,,,,,,
2_2,way/420009638,23.2705762,56.5410253,طريق المصنعة - الرستاق - مسكن - عبري,Al Musannah - Al Rustaq - Maskin - Ibri Road,طريق المصنعة - الرستاق - مسكن - عبري,,,,,,,,,,,
2_2,way/420009639,23.2678176,56.537543,طريق المصنعة - الرستاق - مسكن - عبري,Al Musannah - Al Rustaq - Maskin - Ibri Road,طريق المصنعة - الرستاق - مسكن - عبري,,,,,,,,,,,
2_2,way/420009640,23.2704573,56.5410401,طريق المصنعة - الرستاق - مسكن - عبري,Al Musannah - Al Rustaq - Maskin - Ibri Road,طريق المصنعة - الرستاق - مسكن - عبري,,,,,,,,,,,
2_2,way/420009641,23.2817492,56.549371,طريق المصنعة - الرستاق - مسكن - عبري,Al Musannah - Al Rustaq - Maskin - Ibri Road,طريق المصنعة - الرستاق - مسكن - عبري,,,,,,,,,,,
2_2,way/420009642,23.2630906,56.5304938,طريق المصنعة - الرستاق - مسكن - عبري,Al Musannah - Al Rustaq - Maskin - Ibri Road,طريق المصنعة - الرستاق - مسكن - عبري,,,,,,,,,,,
2_2,way/420009643,23.2535659,56.5178337,طريق المصنعة - الرستاق - مسكن - عبري,Al Musannah - Al Rustaq - Maskin - Ibri Road,طريق المصنعة - الرستاق - مسكن - عبري,,,,,,,,,,,
2_2,way/420009645,23.2676759,56.5375675,طريق المصنعة - الرستاق - مسكن - عبري,Al Musannah - Al Rustaq - Maskin - Ibri Road,طريق المصنعة - الرستاق - مسكن - عبري,,,,,,,,,,,
2_2,way/420009646,23.2890696,56.55315,طريق المصنعة - الرستاق - مسكن - عبري,Al Musannah - Al Rustaq - Maskin - Ibri Road,طريق المصنعة - الرستاق - مسكن - عبري,,,,,,,,,,,
2_2,way/420009658,23.2599119,56.5217249,طريق عبري-سيح المسرات,Ibri-Saih Al Masarrat Road,طريق عبري-سيح المسرات,,,,,,,,,,,
2_2,way/420009661,23.2600942,56.5219049,طريق عبري-سيح المسرات,Ibri-Saih Al Masarrat Road,طريق عبري-سيح المسرات,,,,,,,,,,,
2_2,way/420009666,23.2897864,56.5530175,طريق الدريز - عبري,Al Dariz - Ibri Road,طريق الدريز - عبري,,,,,,,,,,,
