FEATUREID,PKG,TIER,props_up,len_up_m,qadf_m3d,pf,qpk_ls,od_built_mm,dn_our_rules,slope_built_pct,slope_req_pct,slope_ratio,dod_built,v_built_ms,surcharged,dod_limit,over_dod,under_self_cleansing,over_vmax,depth_ds_m
L011324,5A-3,trunk_main,38.0,317.4,32.78,3.57,1.35,200,200,0.59,0.5,1.18,0.17,0.43,0,0.65,0,1,0,1.926999999999964
L011323,5A-3,trunk_main,38.0,292.3,32.76,3.57,1.35,200,200,0.59,0.5,1.18,0.17,0.43,0,0.65,0,1,0,3.369000000000028
L011322,5A-3,trunk_main,37.0,261.6,31.88,3.57,1.32,200,200,0.589,0.5,1.18,0.168,0.426,0,0.65,0,1,0,2.188000000000045
L011374,5A-3,lateral,26.0,197.9,22.41,3.57,0.93,160,200,0.599,0.5,1.2,0.189,0.396,0,0.65,0,1,0,4.372000000000014
L011258,5A-3,lateral,25.0,169.2,21.53,3.57,0.89,160,200,0.597,0.5,1.19,0.185,0.391,0,0.65,0,1,0,3.379999999999995
L011378,5A-3,lateral,10.0,53.4,8.6,3.57,0.36,160,200,6.038,0.5,12.08,0.07,0.649,0,0.65,0,1,0,1.0
L011377,5A-3,lateral,1.0,24.2,0.87,3.57,0.04,160,200,4.13,0.5,8.26,0.028,0.263,0,0.65,0,1,0,1.480000000000018
L011317,5A-3,lateral,11.0,56.7,9.46,3.57,0.39,160,200,0.583,0.5,1.17,0.126,0.3,0,0.65,0,1,0,1.060000000000002
L011260,5A-3,lateral,2.0,25.8,1.73,3.57,0.07,160,200,1.549,0.5,3.1,0.046,0.24,0,0.65,0,1,0,1.0
L011017,5A-2,lateral,4.0,22.6,3.44,3.57,0.14,160,200,0.5,0.5,1.0,0.082,0.205,0,0.65,0,1,0,3.555000000000007
L011004,5A-2,lateral,28.0,455.4,24.31,3.57,1.0,160,200,0.503,0.5,1.01,0.205,0.382,0,0.65,0,1,0,1.714999999999975
L010705,5A-2,lateral,9.0,99.4,7.78,3.57,0.32,160,200,0.503,0.5,1.01,0.119,0.268,0,0.65,0,1,0,1.549999999999955
L011018,5A-2,lateral,0.0,33.5,0.02,3.57,0.0,160,200,0.599,0.5,1.2,0.009,0.036,0,0.65,0,1,0,1.131000000000029
L011016,5A-2,lateral,6.0,40.6,5.17,3.57,0.21,160,200,0.499,0.5,1.0,0.099,0.234,0,0.65,0,1,0,3.885000000000048
L011219,5A-2,lateral,2.0,30.5,1.73,3.57,0.07,160,200,0.669,0.5,1.34,0.056,0.181,0,0.65,0,1,0,1.134000000000015
L010652,5A-2,lateral,28.0,484.4,24.33,3.57,1.0,160,200,0.5,0.5,1.0,0.206,0.381,0,0.65,0,1,0,3.120000000000005
L011026,5A-2,lateral,9.0,77.2,7.76,3.57,0.32,160,200,0.5,0.5,1.0,0.119,0.267,0,0.65,0,1,0,2.52800000000002
L010653,5A-2,lateral,7.0,59.4,6.04,3.57,0.25,160,200,0.502,0.5,1.0,0.106,0.247,0,0.65,0,1,0,2.549000000000035
L010934,5A-2,lateral,56.0,1830.0,49.28,3.57,2.03,160,200,0.502,0.5,1.0,0.292,0.471,0,0.65,0,1,0,6.259999999999991
L011019,5A-2,lateral,1.0,65.6,0.9,3.57,0.04,160,200,0.598,0.5,1.2,0.043,0.139,0,0.65,0,1,0,1.023000000000025
L010993,5A-2,lateral,17.0,246.5,14.74,3.57,0.61,160,200,1.301,0.5,2.6,0.128,0.456,0,0.65,0,1,0,1.137
L011003,5A-2,lateral,30.0,545.5,26.09,3.57,1.08,160,200,0.5,0.5,1.0,0.213,0.389,0,0.65,0,1,0,3.072999999999979
L010992,5A-2,lateral,17.0,216.8,14.72,3.57,0.61,160,200,0.922,0.5,1.84,0.139,0.404,0,0.65,0,1,0,1.0
L011020,5A-2,lateral,2.0,96.2,1.78,3.57,0.07,160,200,0.598,0.5,1.2,0.058,0.175,0,0.65,0,1,0,1.286000000000001
L010935,5A-2,lateral,56.0,1789.0,49.25,3.57,2.03,160,200,0.501,0.5,1.0,0.292,0.471,0,0.65,0,1,0,4.793999999999983
L011002,5A-2,lateral,30.0,576.8,26.11,3.57,1.08,160,200,0.501,0.5,1.0,0.213,0.39,0,0.65,0,1,0,3.53000000000003
L010991,5A-2,lateral,15.0,187.1,12.98,3.57,0.54,160,200,0.898,0.5,1.8,0.132,0.385,0,0.65,0,1,0,1.286000000000001
L011021,5A-2,lateral,10.0,334.9,8.81,3.57,0.36,160,200,2.348,0.5,4.7,0.088,0.474,0,0.65,0,1,0,2.854000000000042
L011022,5A-2,lateral,8.0,220.2,7.01,3.57,0.29,160,200,0.594,0.5,1.19,0.109,0.274,0,0.65,0,1,0,2.269999999999982
L010984,5A-2,lateral,80.0,1359.5,69.5,3.57,2.87,160,200,0.576,0.5,1.15,0.336,0.546,0,0.65,0,1,0,1.940999999999974
L010983,5A-2,lateral,79.0,1336.9,68.63,3.57,2.83,160,200,0.575,0.5,1.15,0.334,0.544,0,0.65,0,1,0,2.150999999999954
L010973,5A-2,lateral,70.0,1046.9,60.71,3.57,2.51,160,200,0.612,0.5,1.22,0.308,0.537,0,0.65,0,1,0,2.253999999999962
L010625,5A-2,lateral,8.0,270.8,7.05,3.57,0.29,160,200,7.142,0.5,14.28,0.061,0.643,0,0.65,0,1,0,2.349999999999966
L010972,5A-2,lateral,70.0,1025.8,60.69,3.57,2.51,160,200,0.615,0.5,1.23,0.308,0.538,0,0.65,0,1,0,2.504999999999995
L010707,5A-2,lateral,2.0,77.5,1.77,3.57,0.07,160,200,0.608,0.5,1.22,0.058,0.176,0,0.65,0,1,0,2.669999999999959
L010664,5A-2,lateral,2.0,38.7,1.74,3.57,0.07,160,200,0.605,0.5,1.21,0.058,0.175,0,0.65,0,1,0,1.903999999999996
L010982,5A-2,lateral,8.0,251.8,7.03,3.57,0.29,160,200,3.985,0.5,7.97,0.07,0.528,0,0.65,0,1,0,1.0
L010963,5A-2,lateral,68.0,919.8,58.9,3.57,2.43,160,200,1.776,0.5,3.55,0.232,0.778,0,0.65,0,0,0,2.769999999999982
L010981,5A-2,lateral,8.0,228.8,7.02,3.57,0.29,160,200,2.267,0.5,4.53,0.08,0.435,0,0.65,0,1,0,1.0
L010701,5A-2,lateral,11.0,360.7,9.68,3.57,0.4,160,200,2.347,0.5,4.69,0.092,0.489,0,0.65,0,1,0,3.430000000000007
L011001,5A-2,lateral,31.0,594.9,26.98,3.57,1.11,160,200,0.255,0.5,0.51,0.256,0.309,0,0.65,0,1,0,3.94599999999997
L010990,5A-2,lateral,11.0,156.7,9.53,3.57,0.39,160,200,0.901,0.5,1.8,0.114,0.35,0,0.65,0,1,0,1.393000000000029
L010936,5A-2,lateral,56.0,1750.1,49.22,3.57,2.03,160,200,0.499,0.5,1.0,0.292,0.47,0,0.65,0,1,0,4.778999999999996
L011023,5A-2,lateral,7.0,185.6,6.13,3.57,0.25,160,200,0.597,0.5,1.19,0.103,0.263,0,0.65,0,1,0,2.704000000000008
L011000,5A-2,lateral,43.0,987.0,37.54,3.57,1.55,160,200,0.258,0.5,0.52,0.302,0.342,0,0.65,0,1,0,5.067000000000007
L010989,5A-2,lateral,7.0,128.6,6.09,3.57,0.25,160,200,0.898,0.5,1.8,0.093,0.302,0,0.65,0,1,0,1.700000000000045
L011024,5A-2,lateral,6.0,160.4,5.25,3.57,0.22,160,200,0.595,0.5,1.19,0.096,0.25,0,0.65,0,1,0,2.504000000000019
L010937,5A-2,lateral,54.0,1710.0,47.48,3.57,1.96,160,200,0.501,0.5,1.0,0.286,0.465,0,0.65,0,1,0,4.399000000000001
L010704,5A-2,lateral,0.0,33.1,0.02,3.57,0.0,160,200,0.598,0.5,1.2,0.009,0.036,0,0.65,0,1,0,0.918000000000006
L010999,5A-2,lateral,44.0,1015.7,38.42,3.57,1.59,160,200,0.258,0.5,0.52,0.305,0.345,0,0.65,0,1,0,5.050999999999988
L011025,5A-2,lateral,2.0,30.8,1.74,3.57,0.07,160,200,0.601,0.5,1.2,0.058,0.174,0,0.65,0,1,0,1.274999999999977
L010995,5A-2,lateral,7.0,93.8,6.06,3.57,0.25,160,200,0.9,0.5,1.8,0.093,0.302,0,0.65,0,1,0,1.586999999999989
L010998,5A-2,lateral,46.0,1040.2,40.15,3.57,1.66,160,200,0.257,0.5,0.51,0.312,0.349,0,0.65,0,1,0,3.194000000000017
L010938,5A-2,lateral,54.0,1674.7,47.46,3.57,1.96,160,200,0.501,0.5,1.0,0.286,0.465,0,0.65,0,1,0,5.081999999999994
L010703,5A-2,lateral,6.0,93.0,5.21,3.57,0.21,160,200,0.602,0.5,1.2,0.095,0.25,0,0.65,0,1,0,1.610000000000014
L010702,5A-2,lateral,5.0,56.0,4.32,3.57,0.18,160,200,0.603,0.5,1.21,0.087,0.236,0,0.65,0,1,0,1.326999999999998
L010712,5A-2,lateral,4.0,57.4,3.47,3.57,0.14,160,200,4.022,0.5,8.04,0.051,0.419,0,0.65,0,1,0,1.0
L010997,5A-2,lateral,47.0,1073.2,41.03,3.57,1.69,160,200,0.257,0.5,0.51,0.316,0.351,0,0.65,0,1,0,3.178999999999974
L010939,5A-2,lateral,54.0,1639.9,47.43,3.57,1.96,160,200,0.502,0.5,1.0,0.286,0.466,0,0.65,0,1,0,4.968000000000018
L010971,5A-2,lateral,3.0,77.9,2.63,3.57,0.11,160,200,0.602,0.5,1.2,0.069,0.2,0,0.65,0,1,0,2.348000000000013
L010665,5A-2,lateral,3.0,38.7,2.6,3.57,0.11,160,200,0.6,0.5,1.2,0.069,0.199,0,0.65,0,1,0,1.461999999999989
L010980,5A-2,lateral,8.0,198.8,7.0,3.57,0.29,160,200,0.848,0.5,1.7,0.1,0.31,0,0.65,0,1,0,1.0
L010667,5A-2,lateral,64.0,796.9,55.39,3.57,2.29,160,200,1.251,0.5,2.5,0.245,0.675,0,0.65,0,1,0,2.449999999999989
L010979,5A-2,lateral,7.0,164.0,6.11,3.57,0.25,160,200,0.861,0.5,1.72,0.094,0.298,0,0.65,0,1,0,1.34499999999997
L010978,5A-2,lateral,7.0,149.8,6.1,3.57,0.25,160,200,0.849,0.5,1.7,0.094,0.297,0,0.65,0,1,0,1.103000000000009
L010706,5A-2,lateral,2.0,40.1,1.74,3.57,0.07,160,200,0.599,0.5,1.2,0.058,0.174,0,0.65,0,1,0,0.850000000000023
L010629,5A-2,lateral,14.0,323.6,12.22,3.57,0.5,160,200,0.637,0.5,1.27,0.139,0.335,0,0.65,0,1,0,2.019999999999982
L010970,5A-2,lateral,10.0,245.9,8.74,3.57,0.36,160,200,3.373,0.5,6.75,0.081,0.535,0,0.65,0,1,0,0.939999999999998
L010962,5A-2,lateral,49.0,431.8,42.28,3.57,1.75,160,200,2.838,0.5,5.68,0.176,0.83,0,0.65,0,0,0,2.110000000000014
L010718,5A-2,lateral,0.0,54.9,0.04,3.57,0.0,160,200,0.8,0.5,1.6,0.011,0.048,0,0.65,0,1,0,1.168000000000006
L010717,5A-2,lateral,0.0,30.0,0.02,3.57,0.0,160,200,0.797,0.5,1.59,0.009,0.037,0,0.65,0,1,0,1.138999999999953
L010648,5A-2,lateral,4.0,29.7,3.45,3.57,0.14,160,200,0.596,0.5,1.19,0.079,0.218,0,0.65,0,1,0,1.317000000000007
L011059,5A-2,lateral,6.0,54.7,5.18,3.57,0.21,160,200,0.592,0.5,1.18,0.095,0.248,0,0.65,0,1,0,1.725000000000023
L010694,5A-2,lateral,0.0,30.0,0.02,3.57,0.0,160,200,0.6,0.5,1.2,0.009,0.034,0,0.65,0,1,0,1.480000000000018
L011060,5A-2,lateral,8.0,79.7,6.91,3.57,0.29,160,200,0.596,0.5,1.19,0.108,0.273,0,0.65,0,1,0,1.843999999999994
L011062,5A-2,lateral,0.0,60.0,0.04,3.57,0.0,160,200,0.603,0.5,1.21,0.012,0.045,0,0.65,0,1,0,1.721000000000004
L011061,5A-2,lateral,8.0,104.9,6.93,3.57,0.29,160,200,0.595,0.5,1.19,0.109,0.273,0,0.65,0,1,0,2.153999999999996
L011063,5A-2,lateral,0.0,81.1,0.06,3.57,0.0,160,200,0.601,0.5,1.2,0.013,0.051,0,0.65,0,1,0,2.027999999999963
L011067,5A-2,sub_main,5.0,205.7,4.43,3.57,0.18,160,200,1.208,0.5,2.42,0.075,0.302,0,0.65,0,1,0,2.25
L010977,5A-2,lateral,7.0,120.0,6.08,3.57,0.25,160,200,1.6,0.5,3.2,0.081,0.369,0,0.65,0,1,0,1.0
L010988,5A-2,lateral,2.0,30.1,1.73,3.57,0.07,160,200,0.598,0.5,1.2,0.058,0.174,0,0.65,0,1,0,1.0
L010940,5A-2,lateral,53.0,1604.7,46.55,3.57,1.92,160,200,0.499,0.5,1.0,0.284,0.462,0,0.65,0,1,0,4.86099999999999
L010996,5A-2,lateral,50.0,1103.7,43.62,3.57,1.8,160,200,0.256,0.5,0.51,0.327,0.356,0,0.65,0,1,0,3.12700000000001
L010976,5A-2,lateral,5.0,90.0,4.35,3.57,0.18,160,200,1.617,0.5,3.23,0.069,0.331,0,0.65,0,1,0,1.0
L010941,5A-2,lateral,53.0,1574.4,46.53,3.57,1.92,160,200,0.495,0.5,0.99,0.284,0.461,0,0.65,0,1,0,4.680000000000007
L010942,5A-2,lateral,50.0,1132.8,43.64,3.57,1.8,160,200,0.259,0.5,0.52,0.326,0.358,0,0.65,0,1,0,4.432000000000016
L010975,5A-2,lateral,3.0,60.0,2.61,3.57,0.11,160,200,1.617,0.5,3.23,0.055,0.28,0,0.65,0,1,0,1.345000000000027
L010943,5A-2,lateral,3.0,405.3,2.86,3.57,0.12,160,200,8.005,0.5,16.01,0.04,0.494,0,0.65,0,1,0,4.53000000000003
L010974,5A-2,lateral,3.0,30.0,2.59,3.57,0.11,160,200,2.867,0.5,5.73,0.048,0.339,0,0.65,0,1,0,1.0
L010969,5A-2,lateral,9.0,221.6,7.87,3.57,0.32,160,200,0.926,0.5,1.85,0.104,0.332,0,0.65,0,1,0,1.0
L010961,5A-2,lateral,46.0,392.3,39.68,3.57,1.64,160,200,2.143,0.5,4.29,0.182,0.738,0,0.65,0,1,0,1.0
L010968,5A-2,lateral,8.0,196.4,6.99,3.57,0.29,160,200,0.925,0.5,1.85,0.098,0.319,0,0.65,0,1,0,1.156999999999982
L010960,5A-2,lateral,44.0,357.3,37.94,3.57,1.57,160,200,3.144,0.5,6.29,0.163,0.832,0,0.65,0,0,0,1.0
L010967,5A-2,lateral,6.0,166.0,5.26,3.57,0.22,160,200,0.926,0.5,1.85,0.086,0.291,0,0.65,0,1,0,1.365999999999985
L010966,5A-2,lateral,5.0,135.2,4.38,3.57,0.18,160,200,2.684,0.5,5.37,0.062,0.395,0,0.65,0,1,0,1.0
L010959,5A-2,lateral,44.0,320.7,37.92,3.57,1.57,160,200,1.47,0.5,2.94,0.196,0.637,0,0.65,0,1,0,1.0
L010965,5A-2,lateral,3.0,104.6,2.64,3.57,0.11,160,200,2.685,0.5,5.37,0.049,0.334,0,0.65,0,1,0,1.70999999999998
L010958,5A-2,lateral,43.0,285.5,37.04,3.57,1.53,160,200,1.473,0.5,2.95,0.193,0.633,0,0.65,0,1,0,1.091999999999985
L010964,5A-2,lateral,0.0,74.4,0.05,3.57,0.0,160,200,0.926,0.5,1.85,0.012,0.057,0,0.65,0,1,0,1.0
L011098,5A-2,lateral,5.0,109.6,4.36,3.57,0.18,160,200,1.302,0.5,2.6,0.073,0.308,0,0.65,0,1,0,1.0
L010687,5A-2,lateral,3.0,154.4,2.68,3.57,0.11,160,200,0.906,0.5,1.81,0.064,0.232,0,0.65,0,1,0,0.889999999999986
L011076,5A-2,lateral,3.0,115.1,2.65,3.57,0.11,160,200,0.904,0.5,1.81,0.064,0.231,0,0.65,0,1,0,0.644000000000005
L011077,5A-2,lateral,2.0,85.4,1.77,3.57,0.07,160,200,0.907,0.5,1.81,0.053,0.202,0,0.65,0,1,0,1.145999999999958
L011078,5A-2,lateral,1.0,51.7,0.89,3.57,0.04,160,200,1.278,0.5,2.56,0.036,0.179,0,0.65,0,1,0,1.0
L011084,5A-2,lateral,3.0,145.4,2.67,3.57,0.11,160,200,1.117,0.5,2.23,0.061,0.249,0,0.65,0,1,0,1.310000000000002
L011083,5A-2,lateral,3.0,123.8,2.66,3.57,0.11,160,200,1.109,0.5,2.22,0.061,0.248,0,0.65,0,1,0,1.219000000000051
L011082,5A-2,lateral,2.0,104.3,1.79,3.57,0.07,160,200,1.109,0.5,2.22,0.051,0.217,0,0.65,0,1,0,1.283000000000015
L011081,5A-2,lateral,2.0,76.4,1.77,3.57,0.07,160,200,1.112,0.5,2.22,0.05,0.216,0,0.65,0,1,0,1.12299999999999
L010643,5A-2,lateral,1.0,36.0,0.88,3.57,0.04,160,200,1.078,0.5,2.16,0.037,0.169,0,0.65,0,1,0,1.168000000000006
L011064,5A-2,lateral,0.0,100.8,0.07,3.57,0.0,160,200,0.599,0.5,1.2,0.015,0.056,0,0.65,0,1,0,2.135999999999967
L011066,5A-2,sub_main,5.0,70.9,4.33,3.57,0.18,160,200,2.723,0.5,5.45,0.062,0.395,0,0.65,0,1,0,2.240000000000009
L011099,5A-2,lateral,4.0,81.7,3.48,3.57,0.14,160,200,1.304,0.5,2.61,0.066,0.286,0,0.65,0,1,0,2.067000000000007
L011065,5A-2,sub_main,4.0,35.3,3.45,3.57,0.14,160,200,2.722,0.5,5.44,0.056,0.366,0,0.65,0,1,0,1.661000000000001
L011100,5A-2,lateral,3.0,54.4,2.61,3.57,0.11,160,200,1.436,0.5,2.87,0.057,0.269,0,0.65,0,1,0,1.0
L011101,5A-2,lateral,3.0,26.8,2.59,3.57,0.11,160,200,1.434,0.5,2.87,0.056,0.268,0,0.65,0,1,0,1.274000000000001
L011079,5A-2,lateral,0.0,22.1,0.02,3.57,0.0,160,200,1.276,0.5,2.55,0.007,0.038,0,0.65,0,1,0,1.442000000000007
L010645,5A-2,lateral,2.0,15.0,1.72,3.57,0.07,160,200,0.595,0.5,1.19,0.058,0.173,0,0.65,0,1,0,0.978999999999985
L011137,5A-2,sub_main,78.0,2793.0,68.82,3.57,2.84,160,200,0.529,0.5,1.06,0.342,0.528,0,0.65,0,1,0,3.464000000000055
L011138,5A-2,sub_main,78.0,2777.6,68.81,3.57,2.84,160,200,0.508,0.5,1.02,0.345,0.521,0,0.65,0,1,0,3.543000000000006
L010668,5A-2,lateral,43.0,255.5,37.01,3.57,1.53,160,200,1.47,0.5,2.94,0.193,0.633,0,0.65,0,1,0,0.980000000000018
L010628,5A-2,lateral,0.0,43.1,0.03,3.57,0.0,160,200,0.928,0.5,1.86,0.01,0.046,0,0.65,0,1,0,1.439999999999998
L010957,5A-2,lateral,20.0,81.0,17.19,3.57,0.71,160,200,0.616,0.5,1.23,0.165,0.369,0,0.65,0,1,0,1.598000000000013
L010956,5A-2,lateral,23.0,143.3,19.8,3.57,0.82,160,200,1.035,0.5,2.07,0.156,0.462,0,0.65,0,1,0,1.700000000000045
L010666,5A-2,lateral,16.0,36.8,13.73,3.57,0.57,160,200,0.614,0.5,1.23,0.149,0.343,0,0.65,0,1,0,1.045999999999992
L010627,5A-2,lateral,21.0,78.5,18.04,3.57,0.75,160,200,1.578,0.5,3.16,0.135,0.519,0,0.65,0,1,0,1.0
L010955,5A-2,lateral,20.0,47.7,17.16,3.57,0.71,160,200,1.58,0.5,3.16,0.132,0.511,0,0.65,0,1,0,1.442999999999984
L010953,5A-2,lateral,0.0,83.0,0.06,3.57,0.0,160,200,0.894,0.5,1.79,0.012,0.059,0,0.65,0,1,0,1.411000000000001
L010954,5A-2,lateral,0.0,60.9,0.04,3.57,0.0,160,200,0.893,0.5,1.79,0.011,0.052,0,0.65,0,1,0,1.243999999999971
L010698,5A-2,lateral,0.0,31.0,0.02,3.57,0.0,160,200,0.893,0.5,1.79,0.008,0.039,0,0.65,0,1,0,1.146999999999991
L010944,5A-2,lateral,3.0,360.2,2.83,3.57,0.12,160,200,8.004,0.5,16.01,0.04,0.492,0,0.65,0,1,0,2.918000000000006
L010945,5A-2,lateral,3.0,332.8,2.81,3.57,0.12,160,200,0.848,0.5,1.7,0.066,0.23,0,0.65,0,1,0,1.0
L010946,5A-2,lateral,1.0,302.2,1.07,3.57,0.04,160,200,0.845,0.5,1.69,0.043,0.166,0,0.65,0,1,0,0.470000000000027
L010947,5A-2,lateral,0.0,272.6,0.2,3.57,0.01,160,200,0.845,0.5,1.69,0.021,0.091,0,0.65,0,1,0,0.490000000000009
L010948,5A-2,lateral,0.0,241.8,0.17,3.57,0.01,160,200,0.892,0.5,1.78,0.019,0.088,0,0.65,0,1,0,1.0
L010949,5A-2,lateral,0.0,214.6,0.15,3.57,0.01,160,200,0.894,0.5,1.79,0.018,0.085,0,0.65,0,1,0,0.907000000000039
L010950,5A-2,lateral,0.0,187.8,0.14,3.57,0.01,160,200,0.893,0.5,1.79,0.017,0.081,0,0.65,0,1,0,0.687999999999988
L010951,5A-2,lateral,0.0,157.4,0.11,3.57,0.0,160,200,0.894,0.5,1.79,0.016,0.075,0,0.65,0,1,0,1.646000000000015
L010952,5A-2,lateral,0.0,120.8,0.09,3.57,0.0,160,200,0.893,0.5,1.79,0.015,0.068,0,0.65,0,1,0,1.38900000000001
L011147,5A-2,sub_main,2.0,82.2,1.77,3.57,0.07,160,200,3.85,0.5,7.7,0.038,0.329,0,0.65,0,1,0,1.0
L011136,5A-2,sub_main,78.0,2821.9,68.84,3.57,2.84,160,200,0.508,0.5,1.02,0.346,0.52,0,0.65,0,1,0,3.361000000000047
L010680,5A-2,lateral,11.0,239.1,9.59,3.57,0.4,160,200,0.599,0.5,1.2,0.126,0.304,0,0.65,0,1,0,3.365999999999985
L011139,5A-2,sub_main,67.0,2506.5,59.19,3.57,2.44,160,200,0.52,0.5,1.04,0.318,0.503,0,0.65,0,1,0,3.779999999999973
L011154,5A-2,lateral,9.0,214.6,7.86,3.57,0.32,160,200,0.601,0.5,1.2,0.115,0.286,0,0.65,0,1,0,2.979000000000042
L010679,5A-2,sub_main,67.0,2471.8,59.17,3.57,2.44,160,200,0.499,0.5,1.0,0.321,0.495,0,0.65,0,1,0,4.060000000000002
L011153,5A-2,lateral,8.0,194.8,6.99,3.57,0.29,160,200,0.604,0.5,1.21,0.109,0.276,0,0.65,0,1,0,2.680000000000007
L011209,5A-2,lateral,6.0,191.2,5.28,3.57,0.22,160,200,0.501,0.5,1.0,0.1,0.236,0,0.65,0,1,0,3.990000000000009
L010678,5A-2,sub_main,61.0,2244.6,53.86,3.57,2.22,160,200,0.716,0.5,1.43,0.279,0.549,0,0.65,0,1,0,4.089999999999975
L011208,5A-2,lateral,6.0,167.6,5.26,3.57,0.22,160,200,0.505,0.5,1.01,0.099,0.236,0,0.65,0,1,0,2.642000000000053
L011140,5A-2,sub_main,56.0,1875.4,49.31,3.57,2.04,160,200,1.689,0.5,3.38,0.215,0.725,0,0.65,0,1,0,4.129999999999995
L011148,5A-2,sub_main,1.0,41.9,0.89,3.57,0.04,160,200,1.193,0.5,2.39,0.037,0.175,0,0.65,0,1,0,1.0
L010669,5A-2,sub_main,2.0,151.7,1.82,3.57,0.08,160,200,1.053,0.5,2.11,0.052,0.214,0,0.65,0,1,0,2.254000000000019
L011145,5A-2,sub_main,2.0,208.6,1.86,3.57,0.08,160,200,0.896,0.5,1.79,0.054,0.204,0,0.65,0,1,0,2.293999999999983
L011146,5A-2,sub_main,2.0,112.7,1.79,3.57,0.07,160,200,1.059,0.5,2.12,0.051,0.214,0,0.65,0,1,0,1.272999999999968
L010671,5A-2,sub_main,2.0,244.6,1.89,3.57,0.08,160,200,0.991,0.5,1.98,0.053,0.213,0,0.65,0,1,0,2.549999999999955
L010670,5A-2,lateral,3.0,39.0,2.6,3.57,0.11,160,200,0.567,0.5,1.13,0.07,0.195,0,0.65,0,1,0,1.190999999999974
L011213,5A-2,lateral,12.0,219.5,10.44,3.57,0.43,160,200,0.54,0.5,1.08,0.135,0.301,0,0.65,0,1,0,2.449999999999989
L011144,5A-2,sub_main,14.0,510.4,12.36,3.57,0.51,160,200,5.116,0.5,10.23,0.086,0.69,0,0.65,0,1,0,5.110000000000014
L011214,5A-2,lateral,3.0,71.0,2.62,3.57,0.11,160,200,0.565,0.5,1.13,0.07,0.196,0,0.65,0,1,0,1.572000000000003
L010676,5A-2,sub_main,54.0,1846.2,47.58,3.57,1.96,160,200,1.689,0.5,3.38,0.211,0.717,0,0.65,0,1,0,4.09699999999998
L011143,5A-2,sub_main,20.0,740.5,17.66,3.57,0.73,160,200,2.657,0.5,5.31,0.118,0.618,0,0.65,0,1,0,4.72399999999999
L011156,5A-2,lateral,4.0,332.9,3.67,3.57,0.15,160,200,0.216,0.5,0.43,0.103,0.157,0,0.65,0,1,0,4.035000000000025
L011207,5A-2,lateral,5.0,135.1,4.38,3.57,0.18,160,200,0.501,0.5,1.0,0.092,0.222,0,0.65,0,1,0,2.617999999999995
L011157,5A-2,lateral,4.0,301.9,3.64,3.57,0.15,160,200,0.22,0.5,0.44,0.102,0.157,0,0.65,0,1,0,1.668000000000006
L011158,5A-2,lateral,3.0,277.0,2.77,3.57,0.11,160,200,0.217,0.5,0.43,0.09,0.143,0,0.65,0,1,0,1.473000000000013
L011206,5A-2,lateral,3.0,100.4,2.64,3.57,0.11,160,200,0.502,0.5,1.0,0.073,0.188,0,0.65,0,1,0,2.504000000000019
L011159,5A-2,lateral,3.0,254.4,2.75,3.57,0.11,160,200,0.217,0.5,0.43,0.09,0.143,0,0.65,0,1,0,1.293999999999983
L011205,5A-2,lateral,3.0,57.1,2.61,3.57,0.11,160,200,0.504,0.5,1.01,0.072,0.188,0,0.65,0,1,0,2.227000000000032
L011191,5A-2,lateral,8.0,135.6,6.95,3.57,0.29,160,200,0.601,0.5,1.2,0.109,0.275,0,0.65,0,1,0,2.16500000000002
L011160,5A-2,lateral,2.0,236.0,1.88,3.57,0.08,160,200,0.219,0.5,0.44,0.076,0.126,0,0.65,0,1,0,1.153999999999996
L010674,5A-2,lateral,0.0,207.2,0.15,3.57,0.01,160,200,0.219,0.5,0.44,0.025,0.052,0,0.65,0,1,0,1.68100000000004
L010636,5A-2,lateral,8.0,113.7,6.93,3.57,0.29,160,200,0.634,0.5,1.27,0.107,0.28,0,0.65,0,1,0,1.572000000000003
L010675,5A-2,sub_main,46.0,1647.8,40.59,3.57,1.68,160,200,0.486,0.5,0.97,0.267,0.44,0,0.65,0,1,0,3.889999999999986
L010635,5A-2,lateral,6.0,205.1,5.29,3.57,0.22,160,200,0.485,0.5,0.97,0.101,0.233,0,0.65,0,1,0,5.015000000000043
L011192,5A-2,lateral,8.0,176.7,6.98,3.57,0.29,160,200,0.602,0.5,1.2,0.109,0.275,0,0.65,0,1,0,2.672000000000025
L011142,5A-2,sub_main,20.0,777.2,17.69,3.57,0.73,160,200,2.655,0.5,5.31,0.118,0.618,0,0.65,0,1,0,5.409999999999968
L011212,5A-2,lateral,5.0,88.7,4.35,3.57,0.18,160,200,0.637,0.5,1.27,0.086,0.241,0,0.65,0,1,0,1.442999999999984
L011141,5A-2,sub_main,46.0,1619.8,40.57,3.57,1.68,160,200,0.482,0.5,0.96,0.267,0.438,0,0.65,0,1,0,3.954000000000008
L010672,5A-2,lateral,5.0,168.6,4.4,3.57,0.18,160,200,0.486,0.5,0.97,0.092,0.22,0,0.65,0,1,0,3.007999999999981
L010630,5A-2,lateral,26.0,821.0,22.86,3.57,0.94,160,200,0.596,0.5,1.19,0.191,0.398,0,0.65,0,1,0,5.305999999999983
L011211,5A-2,lateral,5.0,61.9,4.33,3.57,0.18,160,200,0.633,0.5,1.27,0.086,0.24,0,0.65,0,1,0,1.323000000000036
