NODE_UID,NODE_REF,X,Y,TIER,NODE_KIND,INLET_DEG,INLET_EDGE,OUT_EDGE,N_IN,BAND,REMEDY
N0047962,P0-L-MH47962,458046.833,2571349.347,lateral,junction,77.72,E0047322,E0047220,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0013757,P0-SM-MH13757,455396.849,2567995.408,sub main,junction,77.74,E0014896,E0013015,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0043614,P0-L-MH43614,448399.169,2565085.59,lateral,chamber,77.74,E0042871,E0042872,1,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0017953,P0-M-MH17953,466346.34,2566245.107,main,junction,77.75,E0018854,E0017211,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0012669,P0-SM-MH12669,435632.046,2575932.077,sub main,junction,77.76,E0013806,E0011927,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0010292,P0-M-MH10292,454911.939,2567805.977,main,junction,77.79,E0011352,E0009550,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0031980,P0-M-MH31980,467813.127,2575878.949,main,chamber,77.8,E0031237,E0031238,1,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0046312,P0-M-MH46312,461643.535,2576382.774,main,junction,77.81,E0045911,E0045570,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0032958,P0-M-MH32958,459225.478,2567705.564,main,junction,77.85,E0033786,E0032216,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0030170,P0-L-MH30170,451331.176,2563535.781,lateral,junction,77.86,E0031026,E0029428,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0044901,P0-M-MH44901,460724.777,2576334.499,main,junction,77.86,E0044597,E0044159,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0046890,P0-M-MH46890,461159.369,2580618.994,main,junction,77.9,E0046407,E0046148,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0013150,P0-SM-MH13150,461357.369,2579853.994,sub main,junction,77.93,E0014271,E0012408,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0022828,P0-M-MH22828,457915.434,2568101.657,main,junction,77.98,E0023865,E0022086,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0026478,P0-SM-MH26478,452720.335,2574853.05,sub main,chamber,78.02,E0025735,E0025736,1,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0009315,P0-SM-MH9315,466127.311,2566392.948,sub main,junction,78.06,E0010337,E0008573,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0026639,P0-L-MH26639,448623.732,2572183.222,lateral,junction,78.14,E0027546,E0025897,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0044923,P0-L-MH44923,448200.704,2567852.077,lateral,chamber,78.15,E0044180,E0044181,1,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0039825,P0-M-MH39825,453591.857,2575440.021,main,junction,78.16,E0040135,E0039083,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0011895,P0-L-MH11895,450179.992,2569665.145,lateral,junction,78.21,E0012934,E0011153,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0033030,P0-M-MH33030,453123.355,2576229.186,main,junction,78.21,E0033889,E0032288,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0017281,P0-L-MH17281,463759.521,2566971.923,lateral,junction,78.21,E0018196,E0016539,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0017956,P0-SM-MH17956,466503.295,2565827.883,sub main,junction,78.22,E0018843,E0017214,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0032472,P0-M-MH32472,448286.871,2569326.29,main,junction,78.23,E0033320,E0031730,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0023596,P0-L-MH23596,445918.294,2562380.276,lateral,junction,78.23,E0024679,E0022854,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0013671,P0-L-MH13671,450145.843,2569444.094,lateral,junction,78.23,E0014866,E0012929,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0030675,P0-M-MH30675,446983.578,2563093.312,main,chamber,78.24,E0029932,E0029933,1,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0015914,P0-M-MH15914,451977.551,2571873.701,main,junction,78.26,E0016680,E0015172,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0020316,P0-L-MH20316,449429.108,2569479.043,lateral,junction,78.27,E0021242,E0019574,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0043480,P0-L-MH43480,445548.174,2572273.902,lateral,chamber,78.27,E0042737,E0042738,1,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0046243,P0-L-MH46243,449103.516,2567570.572,lateral,junction,78.29,E0045837,E0045501,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0030781,P0-L-MH30781,449368.45,2568678.448,lateral,junction,78.31,E0031602,E0030039,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0013842,P0-L-MH13842,446439.64,2567308.41,lateral,junction,78.31,E0014767,E0013100,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0015595,P0-L-MH15595,450165.136,2568124.671,lateral,chamber,78.32,E0014852,E0014853,1,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0041985,P0-M-MH41985,453664.585,2565823.321,main,junction,78.32,E0042085,E0041243,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0048159,P0-SM-MH48159,454268.717,2577610.401,sub main,junction,78.32,E0047515,E0047417,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0018529,P0-M-MH18529,454227.019,2574966.336,main,junction,78.36,E0019301,E0017787,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0016884,P0-TM-MH16884,445736.673,2563232.226,trunk main,junction,78.36,E0017857,E0016142,3,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0039481,P0-SM-MH39481,448524.725,2567947.627,sub main,junction,78.37,E0039967,E0038739,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0021005,P0-L-MH21005,452351.524,2574642.094,lateral,chamber,78.38,E0020262,E0020263,1,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0022795,P0-M-MH22795,457589.735,2568147.167,main,junction,78.38,E0023808,E0022053,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0045294,P0-M-MH45294,448850.455,2567039.005,main,junction,78.42,E0045083,E0044552,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0037500,P0-M-MH37500,453427.799,2574323.836,main,junction,78.42,E0038003,E0036758,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0024552,P0-L-MH24552,458240.741,2568331.506,lateral,chamber,78.44,E0023809,E0023810,1,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0017832,P0-M-MH17832,457972.316,2567052.276,main,junction,78.47,E0018643,E0017090,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0045258,P0-L-MH45258,451128.25,2575101.305,lateral,junction,78.47,E0045026,E0044516,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0043551,P0-L-MH43551,448099.907,2567165.131,lateral,junction,78.47,E0043481,E0042809,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0042823,P0-L-MH42823,453728.773,2565765.269,lateral,junction,78.48,E0042759,E0042081,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0032444,P0-M-MH32444,448381.06,2569557.43,main,junction,78.48,E0033286,E0031702,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0039084,P0-L-MH39084,447581.043,2565756.494,lateral,chamber,78.49,E0038341,E0038342,1,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0016941,P0-L-MH16941,451238.848,2566975.007,lateral,chamber,78.5,E0016198,E0016199,1,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0040116,P0-L-MH40116,451462.307,2565299.109,lateral,chamber,78.57,E0039373,E0039374,1,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0034923,P0-SM-MH34923,451325.647,2565067.626,sub main,junction,78.58,E0035646,E0034181,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0028717,P0-L-MH28717,446594.052,2564403.061,lateral,junction,78.65,E0029594,E0027975,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0049037,P0-L-MH49037,444491.639,2568898.076,lateral,junction,78.69,E0048342,E0048295,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0033435,P0-M-MH33435,465717.674,2566862.421,main,junction,78.71,E0034231,E0032693,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0044480,P0-M-MH44480,459785.259,2576173.506,main,junction,78.71,E0044283,E0043738,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0024644,P0-SM-MH24644,452617.881,2574813.705,sub main,chamber,78.74,E0023901,E0023902,1,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0027730,P0-L-MH27730,464718.326,2576071.61,lateral,junction,78.84,E0028423,E0026988,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0018593,P0-L-MH18593,445845.875,2563481.851,lateral,chamber,78.84,E0017850,E0017851,1,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0028370,P0-L-MH28370,447080.147,2571067.177,lateral,junction,78.85,E0029186,E0027628,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0048515,P0-M-MH48515,445488.415,2568761.395,main,junction,78.85,E0047925,E0047773,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0037347,P0-M-MH37347,456996.654,2571238.272,main,junction,78.86,E0037811,E0036605,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0015909,P0-L-MH15909,459296.524,2569151.821,lateral,junction,78.86,E0016750,E0015167,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0034027,P0-L-MH34027,448299.349,2569564.711,lateral,junction,78.86,E0034767,E0033285,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0041166,P0-L-MH41166,460252.588,2578677.134,lateral,junction,78.88,E0041328,E0040424,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0005930,P0-TM-MH5930,445246.476,2567656.199,trunk main,junction,78.89,E0008172,E0005188,3,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0026448,P0-L-MH26448,457838.434,2568059.657,lateral,junction,78.92,E0027398,E0025706,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0043904,P0-M-MH43904,459700.259,2576242.506,main,junction,78.92,E0043741,E0043162,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0020051,P0-M-MH20051,460704.372,2578731.157,main,junction,78.96,E0020890,E0019309,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0048275,P0-L-MH48275,441775.309,2564683.085,lateral,junction,79.0,E0047638,E0047533,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0008526,P0-TM-MH8526,445502.721,2567654.179,trunk main,junction,79.03,E0010061,E0007784,3,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0014216,P0-L-MH14216,452099.754,2566830.847,lateral,chamber,79.07,E0013473,E0013474,1,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0043783,P0-SM-MH43783,448091.827,2567655.724,sub main,junction,79.12,E0043645,E0043041,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0022933,P0-L-MH22933,451229.178,2574275.665,lateral,junction,79.13,E0023961,E0022191,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0016893,P0-TM-MH16893,470710.674,2574594.18,trunk main,junction,79.14,E0017760,E0016151,3,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0043936,P0-M-MH43936,442744.026,2558563.65,main,chamber,79.17,E0043193,E0043194,1,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0024067,P0-L-MH24067,453605.288,2573219.182,lateral,chamber,79.2,E0023324,E0023325,1,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0039095,P0-L-MH39095,446614.305,2565673.91,lateral,junction,79.22,E0039534,E0038353,3,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0032113,P0-M-MH32113,465262.564,2578051.922,main,junction,79.23,E0032990,E0031371,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0044593,P0-M-MH44593,454793.249,2576479.995,main,junction,79.24,E0044396,E0043851,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0024033,P0-M-MH24033,450552.794,2569680.439,main,junction,79.25,E0025306,E0023291,3,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0030919,P0-L-MH30919,447968.775,2569836.133,lateral,junction,79.25,E0031762,E0030177,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0006113,P0-L-MH6113,453637.071,2574112.975,lateral,junction,79.26,E0008041,E0005371,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0014784,P0-M-MH14784,447294.964,2571032.479,main,junction,79.27,E0015794,E0014042,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0009369,P0-SM-MH9369,447372.964,2571377.479,sub main,junction,79.27,E0010385,E0008627,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0027201,P0-SM-MH27201,446956.088,2564032.255,sub main,junction,79.28,E0028029,E0026459,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0015829,P0-L-MH15829,450526.719,2569986.856,lateral,junction,79.29,E0016561,E0015087,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0046245,P0-M-MH46245,448943.454,2567532.662,main,junction,79.29,E0045845,E0045503,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0042981,P0-L-MH42981,448760.664,2565103.614,lateral,junction,79.29,E0042890,E0042239,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0049979,P0-L-MH49979,443016.797,2569799.696,lateral,junction,79.3,E0049262,E0049237,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0015582,P0-L-MH15582,455478.488,2568059.384,lateral,junction,79.31,E0016345,E0014840,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0031924,P0-M-MH31924,460173.795,2578683.199,main,chamber,79.32,E0031181,E0031182,1,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0036022,P0-L-MH36022,453205.781,2574996.172,lateral,chamber,79.36,E0035279,E0035280,1,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0034406,P0-M-MH34406,457967.552,2570756.548,main,junction,79.37,E0035067,E0033664,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0027537,P0-L-MH27537,455423.899,2568991.616,lateral,chamber,79.37,E0026794,E0026795,1,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0023018,P0-M-MH23018,450320.015,2571526.484,main,junction,79.37,E0024111,E0022276,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0031355,P0-L-MH31355,452848.767,2574815.562,lateral,chamber,79.39,E0030612,E0030613,1,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0018533,P0-M-MH18533,454086.071,2574873.088,main,chamber,79.42,E0017790,E0017791,1,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0026040,P0-L-MH26040,450304.53,2569890.999,lateral,junction,79.46,E0027104,E0025298,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0015536,P0-SM-MH15536,454241.937,2573653.229,sub main,junction,79.47,E0016698,E0014794,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0040612,P0-SM-MH40612,455354.928,2571230.704,sub main,junction,79.47,E0040820,E0039870,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0036311,P0-L-MH36311,450048.382,2566829.51,lateral,chamber,79.51,E0035568,E0035569,1,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0019670,P0-M-MH19670,448702.605,2570954.013,main,junction,79.51,E0020426,E0018928,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0048047,P0-L-MH48047,444894.969,2568222.876,lateral,chamber,79.52,E0047304,E0047305,1,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0031782,P0-L-MH31782,451643.509,2564172.914,lateral,chamber,79.55,E0031039,E0031040,1,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0028351,P0-M-MH28351,446388.313,2571353.367,main,junction,79.55,E0029172,E0027609,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0042022,P0-L-MH42022,451393.411,2565687.005,lateral,chamber,79.6,E0041279,E0041280,1,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0043255,P0-M-MH43255,441954.535,2565466.766,main,junction,79.62,E0043179,E0042513,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0029157,P0-M-MH29157,448488.493,2569371.289,main,junction,79.63,E0030087,E0028415,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0035505,P0-L-MH35505,448270.925,2569275.535,lateral,chamber,79.64,E0034762,E0034763,1,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0049052,P0-SM-MH49052,442162.001,2569220.716,sub main,junction,79.65,E0048357,E0048310,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0044587,P0-M-MH44587,453588.815,2574759.866,main,junction,79.66,E0044392,E0043845,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0045532,P0-M-MH45532,462113.666,2568226.079,main,junction,79.69,E0045245,E0044790,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
