Plot,Connection,Chamber,Served by,Status,Properties,Qadf (m3/d),Length (m),Gradient (%),Cover (m),Package
1118495,C0009069,N0035340,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,13.100572,1.0,0.6,P412
1114251,C0009070,N0035340,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,11.064468,1.0,0.6,P412
1114234,C0009071,N0035340,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,8.985129,1.0,0.6,P412
1114254,C0009072,N0035339,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,14.860306,1.0,0.6,P412
1114236,C0009073,N0035339,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,9.788592,1.0,0.6,P412
1114235,C0009074,N0035339,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,17.32159,1.0,0.6,P412
1118486,C0009075,N0035339,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,6.401995,1.0,0.6,P412
1114255,C0009076,N0035339,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,5.2118,1.0,0.6,P412
1114237,C0009077,N0035339,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,29.408969,1.0,0.6,P412
1118493,C0009078,N0035339,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,10.568667,1.0,0.6,P412
1114269,C0009079,N0035847,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,6.969684,1.0,0.6,P412
1114239,C0009080,N0035847,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,14.908566,1.0,0.6,P412
1114238,C0009081,N0035847,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,30.324268,1.0,0.6,P412
1114270,C0009082,N0035847,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,18.808099,1.0,0.6,P412
1114241,C0009083,N0035348,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,6.891112,1.0,0.6,P412
1114240,C0009084,N0035348,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,19.007745,1.0,0.6,P412
1114292,C0009085,N0035353,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,10.874208,1.0,0.6,P412
1114246,C0009086,N0035353,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,17.505832,1.0,0.6,P412
1114245,C0009087,N0035353,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,7.765157,1.0,0.6,P412
1118476,C0009088,N0035342,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,6.893113,1.0,0.6,P412
1114247,C0009089,N0035342,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,8.139217,1.0,0.6,P412
1114785,C0009090,N0035838,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,22.606389,1.0,0.6,P412
1114256,C0009091,N0035838,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,25.499883,1.0,0.6,P412
1114248,C0009092,N0035838,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,26.384143,1.0,0.6,P412
1118316,C0009093,N0035839,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,19.752044,1.0,0.6,P412
1114249,C0009094,N0035839,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,28.103835,1.0,0.6,P412
1114250,C0009095,N0035839,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,25.249083,1.0,0.6,P412
1118494,C0009096,N0035340,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,15.952369,1.0,0.6,P412
1118488,C0009097,N0035340,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,6.015245,1.0,0.6,P412
1114253,C0009098,N0035340,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,14.265081,1.0,0.6,P412
1114271,C0009099,N0035338,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,7.445391,1.0,0.6,P412
1114257,C0009100,N0035338,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,36.744511,1.0,0.6,P412
1118485,C0009101,N0035338,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,9.837673,1.0,0.6,P412
1114274,C0009102,N0035338,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,16.870996,1.0,0.6,P412
1114273,C0009103,N0035338,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,6.95245,1.0,0.6,P412
1114272,C0009104,N0035338,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,22.452336,1.0,0.6,P412
1114285,C0009105,N0036171,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,10.073051,1.0,0.6,P412
1114258,C0009106,N0036171,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,10.248901,1.0,0.6,P412
1114259,C0009107,N0036170,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,5.243128,1.0,0.6,P412
1118484,C0009108,N0036170,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,19.286829,1.0,0.6,P412
1114260,C0009109,N0036170,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,5.251675,1.0,0.6,P412
1114263,C0009110,N0036642,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,5.786276,1.0,0.6,P412
1114262,C0009111,N0036642,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,5.805947,1.0,0.6,P412
1114261,C0009112,N0036642,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,19.677821,1.0,0.6,P412
1114264,C0009113,N0036642,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,18.62242,1.0,0.6,P412
1118524,C0009114,N0036187,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,24.810194,1.0,0.6,P412
1114266,C0009115,N0036187,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,7.504137,1.0,0.6,P412
1114265,C0009116,N0036187,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,13.443378,1.0,0.6,P412
1118482,C0009117,N0036171,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,4.927196,1.0,0.6,P412
1114284,C0009118,N0036171,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,10.346677,1.0,0.6,P412
1114275,C0009119,N0036171,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,26.927408,1.0,0.6,P412
1114782,C0009120,N0035837,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,22.386368,1.0,0.6,P412
1114276,C0009121,N0035837,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,25.75069,1.0,0.6,P412
1114287,C0009122,N0036628,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,15.009639,1.0,0.6,P412
1114279,C0009123,N0036628,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,7.828121,1.0,0.6,P412
1114277,C0009124,N0036628,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,29.828561,1.0,0.6,P412
1118531,C0009125,N0036628,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,15.380915,1.0,0.6,P412
1114280,C0009126,N0036176,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,26.453847,1.0,0.6,P412
1114282,C0009127,N0036176,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,32.447928,1.0,0.6,P412
1114281,C0009128,N0036176,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,26.450736,1.0,0.6,P412
1118319,C0009129,N0036177,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,18.842943,1.0,0.6,P412
1114778,C0009130,N0036177,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,40.843399,1.0,0.6,P412
1114283,C0009131,N0036177,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,27.994811,1.0,0.6,P412
1114286,C0009132,N0036628,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,7.172392,1.0,0.6,P412
1114306,C0009133,N0034802,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,13.242217,1.0,0.6,P412
1114304,C0009134,N0034802,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,24.148408,1.0,0.6,P412
1114291,C0009135,N0034802,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,7.132038,1.0,0.6,P412
1118478,C0009136,N0035352,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,7.325407,1.0,0.6,P412
1118477,C0009137,N0035352,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,19.783129,1.0,0.6,P412
1114293,C0009138,N0035352,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,7.325407,1.0,0.6,P412
1114297,C0009139,N0034412,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,24.956208,1.0,0.6,P412
1114296,C0009140,N0034412,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,13.254431,1.0,0.6,P412
1114294,C0009141,N0034412,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,13.031558,1.0,0.6,P412
1114295,C0009142,N0034412,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,20.793578,1.0,0.6,P412
1114300,C0009143,N0034364,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,12.600987,1.0,0.6,P412
1114299,C0009144,N0034364,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,25.186529,1.0,0.6,P412
1114298,C0009145,N0034364,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,12.601802,1.0,0.6,P412
1114301,C0009146,N0034364,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,22.436059,1.0,0.6,P412
1118352,C0009147,N0034374,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,20.661718,1.0,0.6,P412
1114696,C0009148,N0034374,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,22.937464,1.0,0.6,P412
1114302,C0009149,N0034374,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,25.372644,1.0,0.6,P412
1114697,C0009150,N0034374,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,24.817349,1.0,0.6,P412
1114303,C0009151,N0034374,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,24.339411,1.0,0.6,P412
1114694,C0009152,N0034373,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,20.41089,1.0,0.6,P412
1114693,C0009153,N0034373,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,25.171489,1.0,0.6,P412
1114305,C0009154,N0034373,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,28.720901,1.0,0.6,P412
1114810,C0009155,N0034800,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,24.179727,1.0,0.6,P412
1114809,C0009156,N0034800,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,35.955481,1.0,0.6,P412
1114307,C0009157,N0034800,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,26.289266,1.0,0.6,P412
1118475,C0009158,N0034800,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,37.39076,1.0,0.6,P412
1114308,C0009159,N0034800,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,24.826204,1.0,0.6,P412
1118489,C0009160,N0035335,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,25.183075,1.0,0.6,P412
1114309,C0009161,N0035335,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,29.630177,1.0,0.6,P412
1118473,C0009162,N0034838,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,10.742328,1.0,0.6,P428
1114311,C0009163,N0034838,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,16.258643,1.0,0.6,P428
1114310,C0009164,N0034838,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,33.324108,1.0,0.6,P428
1118474,C0009165,N0034838,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,12.347191,1.0,0.6,P428
1114312,C0009166,N0036196,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,19.978724,1.0,0.6,P428
1118472,C0009167,N0036196,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,20.133602,1.0,0.6,P428
1114314,C0009168,N0036196,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,7.929346,1.0,0.6,P428
1114313,C0009169,N0036196,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,7.92898,1.0,0.6,P428
1118471,C0009170,N0035857,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,13.655629,1.0,0.6,P428
1114315,C0009171,N0035857,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,30.754731,1.0,0.6,P428
1114316,C0009172,N0035858,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,15.662135,1.0,0.6,P428
1114317,C0009173,N0035858,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,29.420551,1.0,0.6,P428
1118470,C0009174,N0035865,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,7.088515,1.0,0.6,P428
1114318,C0009175,N0035865,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,29.089015,1.0,0.6,P428
1118469,C0009176,N0035857,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,21.470023,1.0,0.6,P428
1114319,C0009177,N0035857,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,10.072786,1.0,0.6,P428
1114323,C0009178,N0036200,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,5.414735,1.0,0.6,P428
