SET_ID,W10_SID,NAME,TOWN,SYSTEM,WORKS,ALT_SYS,BOTH,DEC_RULE,WHY,M_PER_PRP,M_PER_M3D,BREAK_M,MARGIN_M,EXCL_KM,N_PLOT,N_PROP,POP,Q_ADF_M3D,N_OUTBND,KM_CORE,KM_BUILT,REMOTE,PKG_OK,MARG_KM,LIFT_M,N_LIFT,PENDING,CONFIDENCE,STAGE
S094,94,-,,central,central STP,onsite,0,COST,"0.0 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a septic/tanker service for 1 properties",0.0,0.0,20.0,-20.0,0.0,1,1.0,5.32,0.742,0,3.18,5.094,1,0,0.0,0.0,0,,derived,S1
S073,73,TANAM,TANAM,central,central STP,onsite,0,COST,"0.0 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a septic/tanker service for 8 properties",0.0,0.0,20.0,-20.0,0.0,8,8.0,42.56,5.933,0,0.778,2.656,1,0,0.0,0.0,0,,derived,S1
S084,84,AD DIBAYSHI,AD DIBAYSHI,central,central STP,onsite,0,COST,"0.0 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a septic/tanker service for 1 properties",0.0,0.0,20.0,-20.0,0.0,1,1.456,7.746,1.08,0,0.426,1.686,1,0,0.0,0.0,0,,derived,S1
S072,72,TANAM,TANAM,central,central STP,onsite,0,COST,"0.0 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a septic/tanker service for 2 properties",0.0,0.0,20.0,-20.0,0.0,2,2.0,10.64,1.483,0,1.986,4.369,1,0,0.0,0.0,0,,derived,S1
S123,123,AL JIBAYYAH,AL JIBAYYAH,central,central STP,onsite,0,COST,"0.0 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a septic/tanker service for 1 properties",0.0,0.0,20.0,-20.0,0.0,1,1.0,5.32,0.742,0,0.164,5.232,1,0,0.0,0.0,0,,derived,S1
S089,89,TANAM,TANAM,central,central STP,onsite,0,COST,"0.0 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a septic/tanker service for 1 properties",0.0,0.0,20.0,-20.0,0.0,1,1.0,5.32,0.742,0,2.21,4.108,1,0,0.0,0.0,0,,derived,S1
S090,90,TANAM,TANAM,central,central STP,satellite,0,COST,"0.0 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a package plant for 10 properties",0.0,0.0,20.0,-20.0,0.0,10,10.0,53.2,7.416,0,3.122,5.265,1,1,0.0,0.0,0,,derived,S1
S070,70,AL DUBAYSHI,AD DIBAYSHI,central,central STP,onsite,0,COST,"0.0 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a septic/tanker service for 2 properties",0.0,0.0,20.0,-20.0,0.0,2,2.0,10.64,1.483,0,0.126,0.484,1,0,0.0,0.0,0,,derived,S1
S071,71,TANAM,TANAM,central,central STP,onsite,0,COST,"0.0 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a septic/tanker service for 1 properties",0.0,0.0,20.0,-20.0,0.0,1,1.0,5.32,0.742,0,2.049,4.477,1,0,0.0,0.0,0,,derived,S1
S111,111,-,,central,central STP,onsite,0,COST,"0.0 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a septic/tanker service for 1 properties",0.0,0.0,20.0,-20.0,0.0,2,1.456,7.746,1.08,0,0.512,0.539,1,0,0.223,13.4,1,,derived,S1
S178,178,-,,central,central STP,onsite,0,COST,"0.0 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a septic/tanker service for 1 properties",0.0,0.0,20.0,-20.0,0.0,1,1.456,7.746,1.08,0,9.69,21.575,1,0,0.0,0.0,0,,derived,S1
S177,177,-,,central,central STP,onsite,0,COST,"0.0 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a septic/tanker service for 2 properties",0.0,0.0,20.0,-20.0,0.0,1,1.53,0.0,5.096,0,9.156,22.495,1,0,0.0,0.0,0,,derived,S1
S172,172,-,,central,central STP,onsite,0,COST,"0.0 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a septic/tanker service for 1 properties",0.0,0.0,20.0,-20.0,0.0,1,1.456,7.746,1.08,0,8.624,19.323,1,0,0.0,0.0,0,,derived,S1
S168,168,-,,central,central STP,onsite,0,COST,"0.0 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a septic/tanker service for 1 properties",0.0,0.0,20.0,-20.0,0.0,1,1.456,7.746,1.08,0,8.841,20.117,1,0,0.0,0.0,0,,derived,S1
S169,169,AL WAHRAH,,central,central STP,onsite,0,COST,"0.0 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a septic/tanker service for 1 properties",0.0,0.0,20.0,-20.0,0.0,1,1.456,7.746,1.08,0,8.548,19.687,1,0,0.0,0.0,0,,derived,S1
S181,181,BAT,BAT,central,central STP,satellite,1,PHIL-8a,"BAT: 2,236 properties, 1,753 m3/d, 20-24 km from the built network. The cost test says connect (17.6 m/property, under the break), but at 1,753 m3/d it is above every decentralised ceiling in the guidelines (G201 p83 and G203 p96 both stop at 5,000 pe / ~750 m3/d), so its local option is a small conventional works. Philosophy sec 8a: carry BOTH - conveyance and a satellite works - into the options appraisal",0.0,0.0,20.0,-20.0,0.0,1,1.456,7.746,1.08,0,8.393,23.021,1,0,0.0,0.0,0,BOTH options carried to the options appraisal: 10 km of conveyance versus a local works. Deciding it here would pre-empt the appraisal (philosophy sec 8a),provisional,S1
S180,180,-,,central,central STP,onsite,0,COST,"0.0 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a septic/tanker service for 1 properties",0.0,0.0,20.0,-20.0,0.0,1,1.456,7.746,1.08,1,8.179,24.423,1,0,0.0,0.0,0,,derived,S1
S182,182,BAT,BAT,central,central STP,satellite,1,PHIL-8a,"BAT: 2,236 properties, 1,753 m3/d, 20-24 km from the built network. The cost test says connect (17.6 m/property, under the break), but at 1,753 m3/d it is above every decentralised ceiling in the guidelines (G201 p83 and G203 p96 both stop at 5,000 pe / ~750 m3/d), so its local option is a small conventional works. Philosophy sec 8a: carry BOTH - conveyance and a satellite works - into the options appraisal",0.0,0.0,20.0,-20.0,0.0,2,3.06,0.0,10.193,0,8.551,22.945,1,0,0.0,0.0,0,BOTH options carried to the options appraisal: 10 km of conveyance versus a local works. Deciding it here would pre-empt the appraisal (philosophy sec 8a),provisional,S1
S170,170,-,,central,central STP,onsite,0,COST,"0.0 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a septic/tanker service for 1 properties",0.0,0.0,20.0,-20.0,0.0,1,1.456,7.746,1.08,0,9.177,20.312,1,0,0.0,0.0,0,,derived,S1
S171,171,AL WAHRAH,,central,central STP,onsite,0,COST,"0.0 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a septic/tanker service for 4 properties",0.0,0.0,20.0,-20.0,0.0,4,4.368,23.238,3.239,0,8.905,19.928,1,0,0.0,0.0,0,,derived,S1
S183,183,-,,central,central STP,onsite,0,COST,"0.0 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a septic/tanker service for 2 properties",0.0,0.0,20.0,-20.0,0.0,1,1.53,0.0,5.096,0,9.287,22.725,1,0,0.0,0.0,0,,derived,S1
S132,132,AD DARIZ,AD DARIZ,central,central STP,onsite,0,COST,"0.0 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a septic/tanker service for 3 properties",0.0,0.0,20.0,-20.0,0.0,2,2.912,15.492,2.16,0,4.4,12.633,1,0,0.404,0.0,0,,derived,S1
S130,130,AT TAYYIB,AT TAYYIB,central,central STP,onsite,0,COST,"0.0 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a septic/tanker service for 1 properties",0.0,0.0,20.0,-20.0,0.0,1,1.456,7.746,1.08,0,0.163,6.346,1,0,0.0,0.0,0,,derived,S1
S129,129,AT TAYYIB,AT TAYYIB,central,central STP,onsite,0,COST,"0.0 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a septic/tanker service for 1 properties",0.0,0.0,20.0,-20.0,0.0,1,1.456,7.746,1.08,0,0.221,6.18,1,0,0.0,0.0,0,,derived,S1
S161,161,SUWAYDA AL MA,SUWAYDA AL MA,central,central STP,onsite,0,COST,"0.0 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a septic/tanker service for 1 properties",0.0,0.0,20.0,-20.0,0.0,1,1.0,0.0,0.564,0,0.238,19.944,1,0,0.0,0.0,0,,derived,S1
S160,160,AL WAHRAH,AL WAHRAH,central,central STP,onsite,0,COST,"0.0 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a septic/tanker service for 8 properties",0.0,0.0,20.0,-20.0,0.0,6,7.824,41.624,5.802,0,7.812,17.65,1,0,0.0,0.0,0,,derived,S1
S166,166,AL GHUBAYRAH,AL GHUBAYRAH,central,central STP,onsite,0,COST,"0.0 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a septic/tanker service for 3 properties",0.0,0.0,20.0,-20.0,0.0,2,3.0,15.96,2.225,0,8.901,20.674,1,0,0.0,0.0,0,,derived,S1
S154,154,SUWAYDA AL MA,SUWAYDA AL MA,central,central STP,onsite,0,COST,"0.0 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a septic/tanker service for 3 properties",0.0,0.0,20.0,-20.0,0.0,5,3.456,18.386,2.563,0,0.414,15.711,1,0,0.0,0.0,0,,derived,S1
S157,157,SUWAYDA AL MA,SUWAYDA AL MA,central,central STP,onsite,0,COST,"0.0 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a septic/tanker service for 2 properties",0.0,0.0,20.0,-20.0,0.0,2,2.456,13.066,1.821,0,0.888,15.539,1,0,0.0,0.0,0,,derived,S1
S144,144,AL DIREZ,ASH SHIAB,central,central STP,onsite,0,COST,"0.0 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a septic/tanker service for 3 properties",0.0,0.0,20.0,-20.0,0.0,2,2.912,15.492,2.16,0,7.901,15.541,1,0,0.0,0.0,0,,derived,S1
S146,146,ASH SHIAB,ASH SHIAB,central,central STP,onsite,0,COST,"0.0 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a septic/tanker service for 1 properties",0.0,0.0,20.0,-20.0,0.0,1,1.456,7.746,1.08,0,7.915,16.046,1,0,0.146,0.0,0,,derived,S1
S149,149,-,,central,central STP,onsite,0,COST,"0.0 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a septic/tanker service for 1 properties",0.0,0.0,20.0,-20.0,0.0,3,1.456,7.746,1.08,0,0.138,14.5,1,0,0.0,0.0,0,,derived,S1
S137,137,AL JIBAYYAH,AL JIBAYYAH,central,central STP,satellite,0,COST,"0.0 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a package plant for 26 properties",0.0,0.0,20.0,-20.0,0.0,26,26.0,138.32,19.282,0,0.421,11.59,1,1,0.0,0.0,0,,derived,S1
S143,143,AL DIREZ,ASH SHIAB,central,central STP,onsite,0,COST,"0.0 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a septic/tanker service for 4 properties",0.0,0.0,20.0,-20.0,0.0,3,4.368,23.238,3.239,0,7.901,15.928,1,0,0.0,0.0,0,,derived,S1
S152,152,SUWAYDA AL MA,SUWAYDA AL MA,central,central STP,onsite,0,COST,"0.0 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a septic/tanker service for 3 properties",0.0,0.0,20.0,-20.0,0.0,3,3.0,15.96,2.225,0,0.251,17.946,1,0,0.0,0.0,0,,derived,S1
S150,150,AL WAHRAH,,central,central STP,onsite,0,COST,"0.0 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a septic/tanker service for 3 properties",0.0,0.0,20.0,-20.0,0.0,2,2.912,15.492,2.16,0,7.922,17.424,1,0,0.0,0.0,0,,derived,S1
S156,156,SUWAYDA AL MA,SUWAYDA AL MA,central,central STP,onsite,0,COST,"0.0 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a septic/tanker service for 1 properties",0.0,0.0,20.0,-20.0,0.0,4,1.456,7.746,1.08,0,0.482,16.166,1,0,0.0,0.0,0,,derived,S1
S128,128,-,,central,central STP,onsite,0,COST,"0.0 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a septic/tanker service for 1 properties",0.0,0.0,20.0,-20.0,0.0,1,1.456,7.746,1.08,0,2.047,10.584,1,0,0.0,0.0,0,,derived,S1
S133,133,AD DARIZ,AD DARIZ,central,central STP,onsite,0,COST,"0.0 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a septic/tanker service for 2 properties",0.0,0.0,20.0,-20.0,0.0,1,2.456,7.746,1.643,0,5.133,13.212,1,0,0.0,0.0,0,,derived,S1
S139,139,AL DIREZ,ASH SHIAB,central,central STP,onsite,0,COST,"0.0 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a septic/tanker service for 1 properties",0.0,0.0,20.0,-20.0,0.0,1,1.456,7.746,1.08,0,7.77,15.282,1,0,0.0,0.0,0,,derived,S1
S135,135,AL JIBAYYAH,AL JIBAYYAH,central,central STP,onsite,0,COST,"0.0 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a septic/tanker service for 3 properties",0.0,0.0,20.0,-20.0,0.0,3,3.0,15.96,2.225,0,0.188,9.95,1,0,0.0,0.0,0,,derived,S1
S142,142,ASH SHIAB,ASH SHIAB,central,central STP,onsite,0,COST,"0.0 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a septic/tanker service for 1 properties",0.0,0.0,20.0,-20.0,0.0,3,1.456,7.746,1.08,0,7.426,15.166,1,0,0.0,0.0,0,,derived,S1
S028,28,-,,central,central STP,onsite,0,COST,"0.0 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a septic/tanker service for 3 properties",0.0,0.0,20.0,-20.0,0.0,3,3.0,15.96,2.225,2,3.095,4.429,1,0,0.0,0.0,0,,derived,S1
S023,23,HAI AL SAADAH -S2,,central,central STP,onsite,0,COST,"0.0 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a septic/tanker service for 7 properties",0.0,0.0,20.0,-20.0,0.0,7,7.28,38.73,5.399,0,5.094,12.438,1,0,0.0,0.0,0,,derived,S1
S047,47,TANAM,TANAM,central,central STP,onsite,0,COST,"0.0 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a septic/tanker service for 2 properties",0.0,0.0,20.0,-20.0,0.0,2,2.0,10.64,1.483,0,1.672,4.064,1,0,0.0,0.0,0,,derived,S1
S032,32,SAYH AL MASARRAT,SAYH AL MASARRAT,central,central STP,onsite,0,COST,"0.0 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a septic/tanker service for 1 properties",0.0,0.0,20.0,-20.0,0.0,1,1.456,7.746,1.08,0,0.316,5.01,1,0,0.0,0.0,0,,derived,S1
S035,35,AL MAKHTIBYAH,AL MAKHTIBYAH,central,central STP,onsite,0,COST,"0.0 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a septic/tanker service for 2 properties",0.0,0.0,20.0,-20.0,0.0,2,2.0,10.64,1.483,0,2.128,3.756,1,0,0.0,0.0,0,,derived,S1
S041,41,AL MAKHTIBYAH,AL MAKHTIBYAH,central,central STP,onsite,0,COST,"0.0 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a septic/tanker service for 1 properties",0.0,0.0,20.0,-20.0,0.0,1,1.0,5.32,0.742,0,1.011,2.51,1,0,0.0,0.0,0,,derived,S1
S043,43,AL MAKHTIBYAH,AL MAKHTIBYAH,central,central STP,onsite,0,COST,"0.0 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a septic/tanker service for 1 properties",0.0,0.0,20.0,-20.0,0.0,1,1.0,5.32,0.742,0,1.49,2.112,1,0,0.0,0.0,0,,derived,S1
S015,15,AL JAHLI,AL JAHLI,central,central STP,onsite,0,COST,"0.0 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a septic/tanker service for 1 properties",0.0,0.0,20.0,-20.0,0.0,2,1.0,5.32,0.742,0,0.947,2.09,1,0,0.0,0.0,0,,derived,S1
S004,4,-,,central,central STP,onsite,0,COST,"0.0 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a septic/tanker service for 1 properties",0.0,0.0,20.0,-20.0,0.0,2,1.456,7.746,1.08,2,3.32,4.077,1,0,0.0,0.0,0,,derived,S1
S002,2,-,,central,central STP,onsite,0,COST,"0.0 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a septic/tanker service for 1 properties",0.0,0.0,20.0,-20.0,0.0,1,1.456,7.746,1.08,1,4.101,4.486,1,0,0.0,0.0,0,,derived,S1
S001,1,AL MAKHTIBYAH,AL MAKHTIBYAH,central,central STP,onsite,0,COST,"0.0 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a septic/tanker service for 4 properties",0.0,0.0,20.0,-20.0,0.0,4,4.0,21.28,2.966,0,2.963,3.303,1,0,0.0,0.0,0,,derived,S1
S009,9,-,,central,central STP,satellite,0,COST,"0.8 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a package plant for 256 properties",0.78,1.05,20.0,-19.22,0.2,256,256.0,1361.92,189.852,0,0.874,0.808,0,1,0.0,0.0,0,,derived,S1
S037,37,-,,central,central STP,onsite,0,COST,"6.8 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a septic/tanker service for 4 properties",6.77,12.01,20.0,-13.23,0.03,1,4.434,0.0,2.499,0,0.122,3.161,1,0,0.0,0.0,0,,derived,S1
S019,19,AL SEBEKHI,SAYH AL MASARRAT,central,central STP,satellite,0,COST,"10.2 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a package plant for 676 properties",10.18,13.66,20.0,-9.82,6.88,454,675.898,3162.208,503.676,0,0.146,6.325,0,1,0.196,0.0,0,,derived,S1
S184,184,BAT (P.A.),,central,central STP,satellite,1,PHIL-8a,"BAT: 2,236 properties, 1,753 m3/d, 20-24 km from the built network. The cost test says connect (17.6 m/property, under the break), but at 1,753 m3/d it is above every decentralised ceiling in the guidelines (G201 p83 and G203 p96 both stop at 5,000 pe / ~750 m3/d), so its local option is a small conventional works. Philosophy sec 8a: carry BOTH - conveyance and a satellite works - into the options appraisal",11.94,16.1,20.0,-8.06,4.23,237,354.212,1758.324,262.7,0,11.04,24.093,0,1,0.701,0.0,0,BOTH options carried to the options appraisal: 10 km of conveyance versus a local works. Deciding it here would pre-empt the appraisal (philosophy sec 8a),provisional,S1
S018,18,AL TAYYEB (P.A.),IBRI,central,central STP,,0,CORE,"the Ibri conurbation - 82 % of the load. No decentralised option in G201 p83 or G203 p96 reaches this scale; the only question is how many works serve it, which is stage 4",12.88,17.07,20.0,-7.12,1052.67,51487,81706.34,358924.866,61672.03,0,0.0,0.0,0,0,118.828,66.4,3,,derived,S1
S075,75,TANAM,TANAM,central,central STP,satellite,0,COST,"15.0 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a package plant for 10 properties",15.0,20.23,20.0,-5.0,0.15,10,10.0,53.2,7.416,0,0.443,2.01,1,1,0.0,0.0,0,,derived,S1
S116,116,AL DIREZ,AD DARIZ,central,central STP,satellite,0,COST,"16.0 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a package plant for 12570 properties",15.99,21.19,20.0,-4.01,201.04,8918,12570.348,56869.949,9488.289,0,0.198,6.907,0,0,44.704,36.1,2,,derived,S1
S087,87,TANAM,TANAM,central,central STP,satellite,0,COST,"17.4 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a package plant for 51 properties",17.45,23.53,20.0,-2.55,0.89,51,51.0,271.32,37.822,0,2.735,4.721,1,1,0.005,0.0,0,,derived,S1
S165,165,BAT (P.A.),BAT,central,central STP,satellite,1,PHIL-8a,"BAT: 2,236 properties, 1,753 m3/d, 20-24 km from the built network. The cost test says connect (17.6 m/property, under the break), but at 1,753 m3/d it is above every decentralised ceiling in the guidelines (G201 p83 and G203 p96 both stop at 5,000 pe / ~750 m3/d), so its local option is a small conventional works. Philosophy sec 8a: carry BOTH - conveyance and a satellite works - into the options appraisal",17.59,22.33,20.0,-2.41,33.02,1501,1876.944,8202.461,1478.678,0,7.128,20.276,0,0,11.789,0.0,0,BOTH options carried to the options appraisal: 10 km of conveyance versus a local works. Deciding it here would pre-empt the appraisal (philosophy sec 8a),provisional,S1
S079,79,TANAM,TANAM,central,central STP,satellite,0,COST,"18.2 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a package plant for 17 properties",18.24,24.59,20.0,-1.76,0.31,17,17.0,90.44,12.607,0,1.007,2.645,1,1,0.033,0.0,0,break sensitivity: this row moves if the cut is set anywhere in 18-25 m/property (WHAT_TO_SEWER sec 4),provisional,S1
S081,81,TANAM,TANAM,central,central STP,satellite,0,COST,"18.5 m of exclusive sewer per property, under the measured 20 m break - cheaper to connect than to run a package plant for 26 properties",18.46,24.89,20.0,-1.54,0.48,26,26.0,138.32,19.282,0,2.326,4.388,1,1,0.489,0.0,0,break sensitivity: this row moves if the cut is set anywhere in 18-25 m/property (WHAT_TO_SEWER sec 4),provisional,S1
S088,88,TANAM,TANAM,onsite,septic/tanker,central,0,G201-p83,"20 m of exclusive sewer per property against a 20 m break, and 11 people - below the 50-inhabitant floor for any plant (G201 p83), so septic tank to the OPSDC or a holding tank emptied by tanker. Compared against connection to the central network, 2.60 km away",20.0,26.97,20.0,0.0,0.04,2,2.0,10.64,1.483,0,2.604,4.677,1,0,0.0,0.0,0,"NPV over 25 years at 5 % (G201 p96 sec 12.4) decides this against connection; Renardet unit rates not yet held, so the ratio stands in for the money",provisional,S1
S185,185,-,,onsite,septic/tanker,central,0,G201-p83,"21 m of exclusive sewer per property against a 20 m break, and 8 people - below the 50-inhabitant floor for any plant (G201 p83), so septic tank to the OPSDC or a holding tank emptied by tanker. Compared against connection to the central network, 11.91 km away",20.6,27.78,20.0,0.6,0.03,1,1.456,7.746,1.08,0,11.911,25.402,1,0,0.0,0.0,0,"NPV over 25 years at 5 % (G201 p96 sec 12.4) decides this against connection; Renardet unit rates not yet held, so the ratio stands in for the money",provisional,S1
S136,136,AL DARIZ (P.A.)-C,AD DARIZ,satellite,package plant,central,0,G201-p83,"24 m of exclusive sewer per property against a 20 m break; 519 pe and 83 m3/d sit inside the package-plant band (G201 p83 50-5,000 pe, G203 p96 ~750 m3/d). Compared against connection to the central network, 6.11 km away",24.25,29.56,20.0,4.25,2.44,75,100.612,518.977,82.538,0,6.108,13.806,1,1,2.444,0.0,0,"NPV over 25 years at 5 % (G201 p96 sec 12.4) decides this against connection; Renardet unit rates not yet held, so the ratio stands in for the money. Under 500 m3/d, so a constructed wetland is also open to it (G203 p101) - a treatment-process choice for stage 4, not a system choice",provisional,S1
S040,40,AL MAKHTIBYAH,AL MAKHTIBYAH,satellite,package plant,central,0,G201-p83,"25 m of exclusive sewer per property against a 20 m break; 303 pe and 42 m3/d sit inside the package-plant band (G201 p83 50-5,000 pe, G203 p96 ~750 m3/d). Compared against connection to the central network, 0.47 km away",25.09,33.83,20.0,5.09,1.43,57,57.0,303.24,42.272,0,0.468,2.119,1,1,0.0,0.0,0,"NPV over 25 years at 5 % (G201 p96 sec 12.4) decides this against connection; Renardet unit rates not yet held, so the ratio stands in for the money. Under 500 m3/d, so a constructed wetland is also open to it (G203 p101) - a treatment-process choice for stage 4, not a system choice",derived,S1
S064,64,TANAM,TANAM,satellite,package plant,central,0,G201-p83,"26 m of exclusive sewer per property against a 20 m break; 1214 pe and 253 m3/d sit inside the package-plant band (G201 p83 50-5,000 pe, G203 p96 ~750 m3/d). Compared against connection to the central network, 0.37 km away",25.7,27.54,20.0,5.7,6.97,229,271.188,1214.152,253.047,0,0.367,2.385,0,1,0.598,0.0,0,"NPV over 25 years at 5 % (G201 p96 sec 12.4) decides this against connection; Renardet unit rates not yet held, so the ratio stands in for the money. Under 500 m3/d, so a constructed wetland is also open to it (G203 p101) - a treatment-process choice for stage 4, not a system choice",derived,S1
S016,16,AL JAHLI,AL JAHLI,satellite,package plant,central,0,G201-p83,"27 m of exclusive sewer per property against a 20 m break; 210 pe and 29 m3/d sit inside the package-plant band (G201 p83 50-5,000 pe, G203 p96 ~750 m3/d). Compared against connection to the central network, 0.21 km away",26.65,35.94,20.0,6.65,1.05,32,39.4,209.608,29.219,0,0.209,2.286,1,1,0.0,0.0,0,"NPV over 25 years at 5 % (G201 p96 sec 12.4) decides this against connection; Renardet unit rates not yet held, so the ratio stands in for the money. Under 500 m3/d, so a constructed wetland is also open to it (G203 p101) - a treatment-process choice for stage 4, not a system choice",derived,S1
S106,106,-,,onsite,septic/tanker,central,0,G201-p83,"33 m of exclusive sewer per property against a 20 m break, and 46 people - below the 50-inhabitant floor for any plant (G201 p83), so septic tank to the OPSDC or a holding tank emptied by tanker. Compared against connection to the central network, 0.13 km away",33.2,44.76,20.0,13.2,0.29,6,8.736,46.476,6.479,0,0.132,0.43,1,0,0.296,0.0,0,"NPV over 25 years at 5 % (G201 p96 sec 12.4) decides this against connection; Renardet unit rates not yet held, so the ratio stands in for the money",derived,S1
S036,36,AL MAKHTIBYAH,AL MAKHTIBYAH,satellite,package plant,central,0,G201-p83,"34 m of exclusive sewer per property against a 20 m break; 356 pe and 50 m3/d sit inside the package-plant band (G201 p83 50-5,000 pe, G203 p96 ~750 m3/d). Compared against connection to the central network, 1.19 km away",34.18,46.09,20.0,14.18,2.29,67,67.0,356.44,49.688,0,1.186,2.786,1,1,0.0,0.0,0,"NPV over 25 years at 5 % (G201 p96 sec 12.4) decides this against connection; Renardet unit rates not yet held, so the ratio stands in for the money. Under 500 m3/d, so a constructed wetland is also open to it (G203 p101) - a treatment-process choice for stage 4, not a system choice",derived,S1
S174,174,-,,satellite,package plant,central,0,G201-p83,"42 m of exclusive sewer per property against a 20 m break; 85 pe and 22 m3/d sit inside the package-plant band (G201 p83 50-5,000 pe, G203 p96 ~750 m3/d). Compared against connection to the central network, 1.01 km away",42.4,50.98,20.0,22.4,1.12,21,26.414,85.205,21.971,0,1.007,22.52,1,1,0.189,0.0,0,"NPV over 25 years at 5 % (G201 p96 sec 12.4) decides this against connection; Renardet unit rates not yet held, so the ratio stands in for the money. Under 500 m3/d, so a constructed wetland is also open to it (G203 p101) - a treatment-process choice for stage 4, not a system choice",derived,S1
S176,176,SWAIDA ALMA (P.A.),,satellite,package plant,central,0,G201-p83,"50 m of exclusive sewer per property against a 20 m break; 204 pe and 29 m3/d sit inside the package-plant band (G201 p83 50-5,000 pe, G203 p96 ~750 m3/d). Compared against connection to the central network, 0.33 km away",50.0,67.83,20.0,30.0,1.97,37,39.4,204.288,29.041,0,0.329,22.238,1,1,0.902,0.0,0,"NPV over 25 years at 5 % (G201 p96 sec 12.4) decides this against connection; Renardet unit rates not yet held, so the ratio stands in for the money. Under 500 m3/d, so a constructed wetland is also open to it (G203 p101) - a treatment-process choice for stage 4, not a system choice",derived,S1
S077,77,TANAM,TANAM,onsite,septic/tanker,central,0,G201-p83,"50 m of exclusive sewer per property against a 20 m break, and 5 people - below the 50-inhabitant floor for any plant (G201 p83), so septic tank to the OPSDC or a holding tank emptied by tanker. Compared against connection to the central network, 0.14 km away",50.0,67.42,20.0,30.0,0.05,1,1.0,5.32,0.742,0,0.143,1.653,1,0,0.13,0.0,0,"NPV over 25 years at 5 % (G201 p96 sec 12.4) decides this against connection; Renardet unit rates not yet held, so the ratio stands in for the money",derived,S1
